20090227074125AAU0fb3	Travel;Canada;Other - Canada	Is Simcoe,Ont. a good city to live in ?	Is it immigrant free ?
20090305110534AAstqX0	Travel;Australia;Other - Australia	Volunteer in Australia?	Preferably the Perth area.   I want to volunteer there this summer [either with animals or environment]      any websites?
20090305105733AAEkBpl	Travel;Asia Pacific;Japan	I need help planning a holiday to tokyo next year.?	Myself and 7 friends were thinking of going to Tokyo in 2010 after we finish college. I have posted this question twice previously but the answers aren't exactly what i am looking for. I need to know mainly about flights and accomodation. What is the best solution for 8 people going to Tokyo. Do we rent an apartment, or book a hotel. We plan on staying from the end of June right through to middle of August. Please help. Links to sites would help also.
20090305101434AAGliAd	Travel;Canada;Toronto	Is t.t.c. subway stroller accessible?	going to t.o. - staying on young by the st. lawrence subway station- how stroller friendly is the subway from there to eaton centre and from there to yorkdale or yorkville mall - can't remember the right name
20090305104513AAQsoTw	Travel;Africa & Middle East;Egypt	How could ?t be possible ? ?'ve read that women are getting circumcised in the Sudan and Egypt ?	is it something real that women get circumcised in egypt and some other african countries? or is it something which used to do in old times or still actively doing ? if so, why ?? cos, ? know many muslim girls who they never done such thing ? cos, ?t is nothing based on islam!!  so, why is so barbaric thing happening out there ??
20090305110932AAdIRsL	Travel;Ireland;Other - Ireland	How are the welfare people about doing casual work?	I'm a teacher, filling a temporary gap for a teacher that is taking maternity leave.      When she comes back, I'm redundant. I knew that when I took the job, but even a short term job is better than no job at all. The way things are right now, I don't expect to be able to walk straight into another job when this one ends, and it seems extremely likely I'll end up on welfare.      I've been asked if, when the other teacher comes back, I'd be interested in doing odd days to cover sick, hospital appointments, or days when they need extra supervision (eg visits to a museum or something).      I don't want to work as a supply permanently, but would be interested in doing it until I can get something full time. I'd just like to know how the dole will handle it. Will it be a case of saying "I've got two days work this week" and they'll just not pay me for them, or will it be a case of sign off, work the 2 days, then go through the whole rigmarole of making a fresh claim, and waiting forever for them to sort it.
20090305125023AA8qHB7	Travel;Africa & Middle East;Israel	Who is the director of this film?	When was it produced?    Was it a big hit?   What camera are they using?       http://www.youtube.com/watch?v=HQ1fe5rGf... 
20061216202235AAK643m	Travel;Mexico;Other - Mexico	?Por qué algunos árboles (troncos) en México se pintan blancos?	N/A
20090305125710AAqplDe	Travel;United States;Houston	Are there palm trees in the Galveston area of Texas?	N/A
20090305125004AAGCtIy	Travel;United States;Portland	How is life in Maine?	I got accepted to Husson University ( Bangor, ME). Now I want to know is it fun to live in Maine. Alsooo, I would love to try out skiing and snowboarding, So am I in the right place. I know I love the snow.
20090305123733AAkwtUF	Travel;Europe (Continental);Other - Europe	Whats nice (france) like at the start of may?	is it expensive. anything else to do other than the beach and clubs.anything touristy to do
20090305124203AAaV5kB	Travel;United States;Other - United States	Where to stay in Tennessee?	My husband and I are wanting to plan a trip through Tennessee in late April or early May. We were thinking of hitting Memphis, Nashville, and then getting  a cabin in Gatlinburg, or somewhere in the mountains.  Just had a few questions:   1. I've heard some pretty negative things about Memphis, as far as not being  a very safe city. Should we skip it and just head to Nashville?  Or should we give it a shot, and if so, in what part of town should we stay?   2. What part of Nashville is good to stay in?   3. Where are some great, romantic, secluded cabins in the mountains?    4. Any other Must-See part of Tennessee??    Any help would be appreciated!!! Thanks!
20090305125244AAtuTwi	Travel;Asia Pacific;Korea	How many miles is it from Portland, OR to Seoul, Korea?	It's for my tech class?
20090305124044AAeLM2R	Travel;United States;Miami	I dont know how to swim and im going to key west for spring break? any fun activities for non-swimmers? please?	N/A
20090305124228AAIKY0R	Travel;Air Travel	Which airlines allow visits to the cockpit?	do egypt air do allow any passenger on business class to do so pls answer ,,,,,,,,,, iam 16 yrs old and i need to visit the cockpit
20090305125129AA1gMNC	Travel;Asia Pacific;China	Hong Kong Check In & Check Out Times?	I'm going Hong Kong in August 17th and I'm staying at The Dorsett Kowloon Hotel and I am wondering what time do you check in and check out time approximately?       Thanks!
20061215034146AAauL02	Travel;Asia Pacific;Japan	Il mio sogno è di poter vivere qualche mese in una famiglia giapponese..tanto che iniziato a studiarne la ling	N/A
20061217140603AAM2ad4	Travel;Air Travel	Esistono i last-minute in aeroporto per l'america??	destinazione toronto?
20061218064621AAs33XB	Travel;Air Travel	Quali tour operator sono più affidabili ed efficienti in rete?	soprattutto riguardo alla sicurezza nelle transazioni on-line e alla facilità d'uso dell'interfaccia.   .
20070427131447AA9ly1Y	Travel;Travel (General);Other - Destinations	Does anyone know a discount code for Cheaptickets.com?	N/A
20070412005909AArnrYM	Travel;Travel (General);Other - Destinations	Solo al mare e sempre nello stesso posto?	Piccolo sondaggio: chi pensa che le vacanze possano essere solo al mare, e chi preferisce altro (montagna, città d'arte, capitali europee)? Chi va sempre nello stesso posto e chi preferisce cambiare ogni anno? Io faccio parte di quelli che preferiscono cambiare, mi sembra sciocco andare sempre nello stesso posto quando luoghi belli da vedere ce ne sono tanti...
20070331041426AAk4t2c	Travel;Germany;Other - Germany	Recomiendenme un hotel en Cologne?	N/A
20070409144148AA5DtBF	Travel;Asia Pacific;Japan	Giappone.Presto dovrò recarmici....Consigli?	Cose da vedere,da fare e da evitare!!
20070202041612AApmcUO	Travel;Europe (Continental);Other - Europe	Viaggi nell'Europa dell'Est?	Mi piacerebbe conoscere i paesi dell'est, ci siete mai stati? Avete consigli? Anche sui voli (abito a Genova, ma non ho problemi a partire da altri aeroporti: Malpensa, Linate, Torino, Pisa, ..). Grazie
20070411012003AAiQOMK	Travel;Asia Pacific;Japan	Giappone...qualcuno di voi l'ha visitato?	Ragazzi, mi serve un'informazione. So di essere molto vaga, ma quanto verrebbe a costare una vacanza di 10 giorni in Giappone???   Qualche suggerimento? Cosa visitare???? Aiutooo!!!
20070405070334AAyJ2xl	Travel;United States;Other - United States	Travelling idea and tips, going to the states?	Me and my friends want to fly to one side of america, buy a camper van and drive all the way across to the other coast. and maybe end up in mexico for spring break. we want to go to as many college campus parties as possible along the way. any tips or suggestions on how to do this or possible problems we may come acorss that we havent thought of yet?
20070203012243AAVZVKu	Travel;Travel (General);Other - Destinations	Quelle est la ville la plus belle du monde?	N/A
20070410141710AAIvrAN	Travel;Other - Destinations	Vorrei andare in vacanza in Calabria,che ne pensate?	il mare come è? divertimenti. ecc.ecc.
20070429180529AAXAV0x	Travel;Latin America;Other - Latin America	?A donde te gustaria ir mas? ?A San Andres o a la Isla de Margarita?	N/A
20070430142004AANYZtu	Travel;United Kingdom;London	?Que paices de America Latina conoces? What countrys of latin american do you know?	N/A
20070424152240AAnd7bg	Travel;United States;Other - United States	Amusment parks in the North East.?	I'm Trying to find good,clean,safe,fun,excyting amusment parks in the North Eastern United States. from Ohio/Michigan and east from there. The age group is teenagers     Hope you can help.   Thank you
20070102122322AAdNkS7	Travel;Travel (General);Other - Destinations	Já com o passaporte em m?os,o que mais é necessário(tipo documentos) para ir a Portugal?	N/A
20070125073449AAZtUAX	Travel;United States;Other - United States	I need driving directions and map from Cedar City Utah, to Cancun Mexico Please.?	N/A
20070315082843AAOasWN	Travel;United States;Boston	Se qualcuno è stato a Boston e New York può consigliarmi ke cosa andare a vedere???	N/A
20070331095627AA52ktn	Travel;Germany;Munich	Que LUGARES ME RECOMIENDAN PARA VISITAR EN MUNICH?	hola hace dias que llegue a munich es mi primer pais en visitar y espro que sepan ser unos verdaderos guias je je je    danke!!!
20070407015811AA4eDWF	Travel;Africa & Middle East;United Arab Emirates	Je voudrai des adresses d'entreprises francaises en UAE pour chercher un job?	N/A
20070408181034AAWOuAq	Travel;Germany;Frankfurt	Alguien ha ido al rock am ring?	quiero recomendaciones para andar alla, porque la pagina esta en aleman y la verdad no le entiendo, y no se si se pueda acampar o que onda.
20070411054255AAt1aRl	Travel;Travel (General);Other - Destinations	India, Sud Africa o Stati Uniti ?	devo fare un viaggio e ho a disposizione 1mese e mezzo qualle di queste tre mete mi consigliate?
20070412142619AA9K9GH	Travel;Travel (General);Other - Destinations	Can a person who is HIV positive work on a cruise line??	N/A
20070416100137AAkJd34	Travel;Italy;Catanzaro	Dove andare in vacanza in Calabria tra....?	Vado in Calabria ad Agosto con alcuni amici in campeggio, ma non so cosa scegliere tra queste mete:   Isola di Capo Rizzuto, Cirò Marina, Siderno, Marina di Caulonia.   Mi dite qual è secondo voi la migliore?      Condizioni (in ordine di importanza):   mare pulito   spiagge di sabbia (possibilmente non superaffollate)   pub vicini (senza dover prendere la macchina)   costo della vita non alto (ma questo + o meno in calabria è così, credo...)      very thanx and have good holidays
20070424000602AAVQtro	Travel;Travel (General);Other - Destinations	919396232133,this no is from which city?	N/A
20090227035916AAVwZ5x	Travel;Travel (General);Other - Destinations	To a tourist like you which is the most important, you want, in a new place? Scenic,food, people or arts!?	N/A
20070527141006AArltmg	Travel;Latin America;Other - Latin America	Para mis Colombianos?	Como describirian y/o que sienten por mi linda tierra, COLOMBIA
20070527152259AAIEavi	Travel;Latin America;Other - Latin America	Miss Universo 2007???	Holas, quien creen que gane este lunes el Miss Universo 2007?...   Pongan sus favorita y quien acierte puede ganarse sus puntos...   Mi favorita: Miss Perú   Visiten esta pagina para poder Calificar tambien:    http://tv.telemundo.yahoo.com/missuniver...    Saludos...
20070603131215AAg0gDY	Travel;United States;Boston	Forse parto ad agosto per boston...quali sono i dintorni da visitare non molto lontani dalla citta' ?	oltre a dirmi cosa c'è da vedere a boston, grazie per le risposte!
20070615145529AAKpPmE	Travel;Italy;Ancona	Com' è la località balneare di Portonovo, vicino ad ancona?	Quest'estate dovrei andarci con alcuni amici per il campeggio.. ma il mare li com'è? E' pulito? Le spiagge sono eccessivamente affollate in estate? Ci sono campeggi, pub e locali vari? E poi.. quanto dista da Marcelli e da Numana?      Grazie mille per l'aiuto e scusate per le 1000 domande!      Ciaooo!      Tommaso
20070616152848AAbBCez	Travel;Italy;Florence	Com'è l'Argentario? Avete info sul posto?	Quest'estate dovrei andarci con alcuni amici per il campeggio.. ma il mare li com'è? E' pulito? Roccia o sabbia? Ci sono campeggi, pub e locali vari? Ne trovo di camping?      Grazie 1000 e scusate per le troppe domande! XD      Ciaooooo!      Tommaso
20070524154403AApFjlW	Travel;United States;New York City	Sto organizzando viaggio a New York ma nn so quando andare?	Un saluto a tutti, ho un grosso dubbio, vorrei andare a new york ma nn so bene che periodo scegliere!!! I periodi ai quali ho pensato sono Natale e Marzo. L'atmosfera natalizia di new york è famosa ma vorrei sapere se fa molto freddo! C'è chi mi ha detto che a volte gli aerei nemmeno atterrano per via del freddo glaciale che fa in quel periodo!! Per chi ci è stato, cosa mi consigliate? è così speciale il natale li?    grazie mille
20070517045820AA7xpen	Travel;Italy;Cagliari	Secondo voi quale è il campeggio migliore della Sardegna?	N/A
20070531105150AADePZh	Travel;Other - Destinations	Que esperas de estas vacaciones,que te pase?	Ser un poco imaginativos, no quedaros con lo de siempre.Gracias a todos
20070626194642AAPgp8P	Travel;Latin America;Venezuela	Pregunta para los caraque?os o a los que han visitado el pico naiguata?	EN ESE PICO LA TEMPERATURA A CUANTO ESTA?. Y ME HA ENCANTADO CONOCERLA YA QUE ES UN PICO ALTO CERCA DE LAS COSTA, ESTA IGUAL QUE LA SIERRA NEVADA DE SANTA MARTA.      ALLA HAY ALGUNA ENTIDAD QUE LO LLEVEN A UNO PARA ESCALARLA?. SALUDOS DESDE BARRANQUILLA Y OJALA ME AYUDEN GRACIAS.
20070615081455AAKcw40	Travel;Italy;Cagliari	Com'e' Santa teresa di Gallura????	Tra sei giorni,il 20,parto,vado a Santa Teresa di Gallura,precisamente al residence rena majore...qualcuno che ci e' stato...o qualche sardo...mi puo' dire innanzitutto com'e' il posto...poi,se possibbile com e' la temperatura??????????
20070505043355AAKOo0A	Travel;Other - Destinations	Cuál fue el último país que visitaste?	Que te gustó y que no
20071122010902AAQfYb1	Travel;Spain;Catalunya	Avez vous des bons plans pas cher pour Barcelone?	Hébergement correcte prix raisonnable   Situation. Musées à prix imbattable. restaurant très bon mais abordable...ect Bref d?tes moi tout sur cette ville!!!   J'aimerai offrir ce petit séjour à mon amoureux pour le remercier de tous ce qu'il fait pur moi mais je n'ai pa trop d'argent...pouvez vous me conseiller?
20070611094151AAwdnlq	Travel;United States;Los Angeles	Chi è mai stato a Los Angelese e mi da delle dritte, parto il 1/10/2007 e volevo qualche consiglio. Ciao?	N/A
20090227042655AAWxO7E	Travel;Travel (General);Other - Destinations	If you could go anywhere...?	If you could go anywhere you want, for free, where would you go?   I'm wanting to go somewhere interesting this summer.
20070526145916AAwlxlv	Travel;Latin America;Venezuela	Cómo ir de Bogotá a Maracaibo por tierra???	Cuál es la ruta más rápida? dónde hay que hacer escalas?      Gracias a todos!!!
20090227040515AA1Fwc1	Travel;Italy;Other - Italy	Mid-April is a good time for water attractions in lake Garda ?	we are going in mid april to lake garda and we wanted to know if the weather will be fine for water activities in the lake (swimming pool,banana etc...)
20090227040945AA9nF0P	Travel;United Kingdom;London	Is Heathrow West of London?	I am going to Heathrow later today and also want to go to an Ikea, which one is closest to Heathrow? Also I want to go to a Tk Maxx!! sorry!
20070505070240AApGgtQ	Travel;Latin America;Other - Latin America	Cual es el pais latinoamericano con mayor porcentaje de cirujias plasticas al a?o???	N/A
20070503174346AAHUWHT	Travel;Latin America;Venezuela	Venezuela va en retroseso?????	Segun estos porcentajes que muestran como muchos paises de latinoamerica van en vias de desarrollo, Venezuela se queda atras.      Mexico       1976:                                                             Desempleo-14%      Delincuencia-23%             1996    Delincuencia-29%   Desempleo-16%      2006   Delincuenci-18%   Desempleo-8%      Colombia      1976                                                       Delincuencia-19%           Desempleo-22%                    1996      Delincuencia-29%    Desempleo-18%      2006   Delincuencia-16%   Desempleo-16%      Venezuela      1976                                                      Delincuencia-12%              Desempleo-14%                   1996     Delincuencia-25%     Desempleo-18%              2006   Delincuencia-29%   Desempleo-21%      Cabe resaltar el impresionante logro de Colombia en disminuir la delincuencia de un 29% a 16% en solo 10 a?os, convirtiendo a Bogota en una de las urbes mas seguras de latinoamerica.
20070508125338AAwMn8g	Travel;Latin America;Other - Latin America	Que paises de America conoces???? y cual te a gustado mas y por qué???	Yo he visitado Mexico, Colombia, Venezuela, Panama, Puerto Rico y Argentina.      Y el que mas me ha gustado a sido Argentina (conoci Bs As y Bariloche)
20070528162416AACBXa7	Travel;Latin America;Other - Latin America	?Conoces Caracas y Bogota, capitales de paises hermanos? te invito a conocerlas  ?	La bella "Santiago León de Caracas"       http://www.skyscrapercity.com/showthread...       La Atenas de America "Bogota"       http://www.skyscrapercity.com/showthread...        http://www.skyscrapercity.com/showthread... 
20070822175805AAU7IBZ	Travel;Latin America;Other - Latin America	?Alguien me puede decir a que se debe este cambio tan radical en estas ciudades?	Delicuencia      Caracas:      1990: 18 muertes por cada 100.000 habitantes.      2006: 91 muertes por cada 100.000 habitantes.      Bogota:       1990: 84 muertes por cada 100.000 habitantes.      2006: 23 muertes por cada 100.000 habitantes.      ?Como es posible?       Al parecer en Caracas desde 1994 la delincuencia se ha ido duplicando cada a?o, para 1998 ya habian 52 muertes por cada 100.000 habitantes.      En cambio en Bogota, apartir de 1997 la delincuencia ha ido en picada, al bajar mas de un 63% en tan solo 10 a?os, no solo la delincuencia, la ciudad en si ha mejorado muchisimo.      ?A que creas se deba esto? para mi es algo casi surrealista.      Fuentes: www.iigov.org      www.latinamericanstudies.org
20070809192938AAHTNr1	Travel;Latin America;Other - Latin America	Navegando por Youtube me he encontrado este video muy bueno sobre caracas, bogota y buenos aires, q te parec?	 http://www.youtube.com/watch?v=4MTBhTLno...       Me gusta sobre todo la musik, ?q es lo q mas te gusto del video?
20070809195015AAyb2Jt	Travel;Other - Destinations	?Has visitado Caracas, Bogota o Buenos Aires?	Te los presento       http://www.youtube.com/watch?v=4MTBhTLno...       Si has estado en alguna de estas, que es lo que mas te has gustado y lo que menos te ha gustado.      Ejemplo:      Caracas:   Mejor: Sus centros comerciales y restauranes.   Peor: El trafico y la basura.      Bogota:    Mejor: La amabilidad y simpatia de su gente.   Peor: La monotonia en la infraestructura.      Buenos Aires:   Mejor: La arquitectura del centro de la ciudad y sus bellas mujeres.   Peor: El trafico.
20070703104936AAj39ao	Travel;Latin America;Other - Latin America	Hoy empieza mi aventura por Colombia ?A donde vas tu de vacaciones?	5 dias En Cartagena      3 dias en Medellin      6 dias en Bogota      :) :)  :)  :)  ;)
20071203013127AAVHCfI	Travel;Travel (General);Other - Destinations	PROCRASTINATION... Quel gros mot!!!!!!!!!!!!!!?	Donc ma mere s'appelle Man~ana...
20071123024524AAQiM7h	Travel;Australia;Other - Australia	Qui est Nicolay Miklouho Macclay???	N/A
20070606142514AAfgEiN	Travel;Other - Destinations	?Alguna lista de lo que no debo olvidar en mi equipaje en mi viaje a la playita?	N/A
20090227041201AApNhSO	Travel;United Kingdom;London	I am looking to rent room in london in zones one or two. Can people please give me the good areas i should?	look, and the bad areas i should stay away from. Im from ireland, and new to the city.. Thank you
20070712150057AAXapxe	Travel;Air Travel	Can anyone give a specific incident where personal electronics on a plane caused a serious navigation problem?	I keep wondering if the FAA has any proof that this is a real issue.
20090227041508AAZYw81	Travel;United States;Las Vegas	Moving to las vegas area... what town should i live in?	Hello everyone. i am looking at moving to Las Vegas NV or some of its outer laying towns. i know Henderson is nice. What else is nice? is Paradise nice? also, what should i stay away from? any tips would be wonderful... Thanks everyone!
20090227032750AA3Vytb	Travel;Africa & Middle East;Saudi Arabia	What are eleven year girls are supposed to wear during the muslim trip called as Umrah????...?	....can they wear black knee length coats with jeans or trousers beneath or is is compulsory to wear full length 'burqa'???
20090227040234AA6Gh8q	Travel;Asia Pacific;Philippines	Does anyone have any drivign directions from Manila to UPLB via the Laguna Bay Loop?	We will be driving to Los Banos Laguna via the scenic towns along Laguna Bay Loop. Road directions please
20070504030038AAspo1F	Travel;Other - Destinations	Que imagen tienen de Venezuela y su presidente hoy en dia?	N/A
20070526155130AAq4YBU	Travel;Latin America;Venezuela	?Es Anzoátegui un lugar seguro para turistas? ?Cómo andan las cosas? ?Es seguro vivir allá?	Buenas noches; pienso viajar a Venezuela (Anzoátegui, Barcelona) y quiero quedarme allá durante unas semanas (6 semanas). Aunque Venezuela es un país muy bello, tengo unas preocupaciones acerca de la seguridad de la zona. Voy a viajar con mi hija, una adolescente, y quiero asegurarme de que el estado sea un lugar seguro para turistas no venezolanos, turistas de todas partes del mundo; mi hija y yo somos de los Estados Unidos, de herencia mexicana.      Gracias a todos.
20070527073509AAHX2rb	Travel;Latin America;Other - Latin America	Santiago de chile o costa rica????	hola gente un saludo bueno me gustaria saber si me pudieran proporcionar un poco de informacion hacerca de costa rica o chile ya que planeo pasar una semana en cualquiera de estos dos destinos pero no se que tan caros sean en relacion a mexico y por lo mismo cual me convenga mas visitar para el mes de diciembre y ya entrados en favores no se si sepan de alguna linea aerea en la cual convenga viajar
20070527160923AAIckiV	Travel;Latin America;Costa Rica	Hola viajo a miami el 6 de junio quisiera saber de habitaciones, paseos,tours,voy a ver a mi sele costa rica.?	necesito informacion de habitaciones en miami , alimentacion y diversion
20070530150900AAP7mhT	Travel;United States;New York City	La mia non è una domanda,ma una richiesta.cerco italiani con cui parlare che vivono a ny?	N/A
20090227023723AAXG7dZ	Travel;Europe (Continental);Other - Europe	Can u tell me my sscexam centre  A246284?	N/A
20090227030340AA4WTvJ	Travel;Europe (Continental);Portugal	What does this mean to Portuguese?	I found this in a question here on Yahoo answers-in Polls and Surveys=q m da??? la satisfaccion d ser yo misma y amar y q m amen cn la misma intensidad.. q m kita?? pues en realidad no me kita nada.... pero si kieres q t diga algo.. m kita la fatiga d lidiar cn un wey jajaja
20090227032519AAaKWgN	Travel;Africa & Middle East;Egypt	How much does it cost to fly from cairo to new york?	N/A
20090227035855AAqyR12	Travel;Caribbean;Other - Caribbean	I am from trindad in the caribbean and i have a step brother?	i am from trindad in the caribbean and i have a step brother he is my dad girlfriend son they getting married tomorrow. he with is brother-in-law-niece but i in love with her. she want to break up with him cuz he get vex for simple things and if he know that i speak with her on the downlow it will be trouble. now here the problem each time i have a girlfren he does always end up putting up on her but my girlfren does turn and tell him why he putting up on she knowing that he my brother his reply does always be we are not brother by blood. what do you think i should do cause i really liking his girlfren and she liking me to should i do that to him after he did that to me in the past. he did that twice to me
20090227035856AAsJ0jM	Travel;Cruise Travel	Mayan cruise tips for travel?	in the beginning of april my husband and I are going on the ship "Grandeur Of The Sea". we are stopping at costa maya and spending the day and also 1 day in Belize. I have never been to mexico or on a cruise.Can someone give me some tips/advice for this trip? thank you!
20090227040032AAiteyR	Travel;Europe (Continental);Portugal	Whats the weather like in Portugal (silver coast) in april?	N/A
20090227040634AAgpnkA	Travel;Canada;Montreal	Which city for acting, Vancouver or Montreal?	I am fluent in French so language not an issue...!   I am British and spending a year in Canada, hoping to eventually migrate.       I spent 6 months in Vancouver last year and made friends and contacts in acting- as well as part-time work. But I have an actess friend from Montreal who was also living in Van, and went back (then again she is French speaking native).      Which place is better for the arts/film industry? And all round..?       PS. I found Vancouver very cold in the winter...!
20090227041033AAdN3EM	Travel;India;Other - India	I am going to amritsar on 20th march can u please suggest me that i should wear half  sleeves or full sleeves?	N/A
20090227042313AAqHQso	Travel;Asia Pacific;Malaysia	What is the best website to advertise for property.?	I mean to advertise house for rent/sales. A Malaysian website please. Thanks
20090227042941AAYQ8Z4	Travel;United Kingdom;London	Please tell me the name of the flats that you see as you are on the train coming into Euston Station?	Its a tall building with multi blue, red and green balconies. It is near the Morrisons on Chalk Farm Road but I cant find anything on the net so far!
20090227043432AAmpwPq	Travel;Asia Pacific;Thailand	What time does the thai myanmarr border at mae sai open?	N/A
20090227043828AAAgN4l	Travel;United States;Chicago	Senior Living Ap ts. in Mundelein,Libertyville,LakeZur… Lake,PalatineIllinois?	N/A
20070602094654AAMEA9s	Travel;United States;Los Angeles	Qual' è il viaggio k vorreste fare?	Ciao! il mio sogno sarebbe andare in california... e spero k si realizzi al piu presto...   mi piace viaggiare tantissimo!! a voi??   dove vi piacerebbe andare??   e k posto mi consigliereste???
20070605082419AAc2GGz	Travel;Travel (General);Other - Destinations	K tipo d vacanze farete ladies and gentlements...?	N/A
20070605125813AAhI7VO	Travel;United States;New York City	Lavorare e vivere (per un breve periodo) negli States....è possibile?	Mi piacerebbe passare un breve periodo (3 mesi al max) negli states lavorando (anche come cameriera etc) per mantenermi...è una cosa possibile o è complicato?A chi potrei rivolgermi?Conoscete qualche sito che offra lavori stagionali,temporanei a cui inviare la candidatura?   Ho 24 anni....non so se negli Stati Uniti,come qui in Italia,l'età sia penalizzante o meno....   Qualche suggerimento?   Grazie =)
20070609122015AABNzRA	Travel;Travel (General);Other - Destinations	Mi indicate quali sono le spiagge più belle della sardegna? Vorrei andare senza prenotare, all'avventura....	N/A
20070610155625AAnarQ9	Travel;Latin America;Other - Latin America	Hola que tal quisiera vivir en colombia.?	que negocio puedo poner,quiero vivir en la ciudad de cartagena.que me aconsejais.un saludo a todos.
20070611050633AAHSPy6	Travel;Italy;Florence	Isola d'elba........?	quali sono le spiagge più belle dell isola d'elba???? un posto dove ci sia anche vita notturna....grazie..un bacio
20070613112916AARpTRX	Travel;United States;New York City	Trovare un sublet a new york?	chi mi suggerisce un sito dove trovare una casa/stanza/condivisione a new york per 3 mesi ottobre dicembre? alcuni amici mi dicono che craiglist non è sempre affidabile...c'è da preoccuparsi? grazie!!!
20070618211231AA1rxJZ	Travel;Latin America;Chile	Como cuanto dinero en pesos mexicanos necesito para ir a Chile?	Tambien si hay algun mexicano viviendo alla que me diga mas o menos que tan cara es la vida en ese pais, quiero vivir algunos meses en Chile. :)
20070623065656AAb8l58	Travel;Asia Pacific;Japan	Avete mai provato un water automatico giapponese?	Sono anche chiamati "washlet" e sono quei water super-tecnologici che hanno lo spruzzo d'acqua incorporato per lavarsi, il phon, la musichetta ecc. ecc.   In Giappone sono diffusissimi, pare ce li abbia metà della popolazione.   Volevo sapere se qualcuno di voi li ha mai provati personalmente e raccontasse l'esperienza; a me francamente l'idea dello spruzzetto di acqua semplice, senza neanche il sapone, non mi sembra molto efficace; penso che il buon vecchio bidet (usato nel mondo quasi solo dagli italiani) sia meglio. Opinioni? (basate sui fatti però).
20070715015632AAxDEk1	Travel;Other - Destinations	Was ist euer pers?nliches Traumreiseziel, zu dem ihr unbedingt noch wollt & warum?	Ich denke jeder hat sowas: ein Ort an dem man noch nicht war, aber unbedingt einmal hinreisen m?chte!   Ob es nun Karibik ist, oder die Mongolei, von der Sahara bis zum Nordkap..       WO wollt ihr hin und WARUM dort hin?
