20080326145531AAdfjjP	Entertainment & Music;Polls & Surveys	Don't Stop The Music x Umbrella...Qual sua preferida?	N/A
20080327094625AAHy6Oc	Entertainment & Music;Polls & Surveys	Come back to me x He said she said... Qual sua preferida?	Come back to me - Vanessa Hudgens:  http://br.youtube.com/watch?v=x8c8kqURJx...       He said she said – Ashley Tisdale:  http://www.youtube.com/watch?v=ordS9fXgx...       E prefiro a Vanessa Hudgens mas entre essas duas músicas, fico com He said she said de Ashley Tisdale;
20080324141606AAMDIC4	Entertainment & Music;Polls & Surveys	Você acha que as gírias e abrevia??es da internet desvalorizam a língua portuguesa?	N/A
20080325124000AANUAbY	Entertainment & Music;Movies	Por Que Nao Fazem a Refilmagem De Os Embalos de Sábado a Noite Com Zac Efron?	N/A
20080325114728AAsxMLc	Entertainment & Music;Polls & Surveys	?Te gusta el nombre de EVA?	a mi nooooooooo.   Yo me llamo Eva, y no me gusta mi nombre.Es muy feo.   Yo prefiero llamarme ángélica.
20080329064355AAOk3Vf	Entertainment & Music;Music;Other - Music	Slow 3/4 broadway song?	i'm trying to find a song that is in 3/4 and is slower from any broadway show and i'm having a little trouble
20080328103205AAVYFY2	Entertainment & Music;Celebrities	Citem duas vozes...?	de duas celebridades (masculina e outra feminina), que vcs achem lindas...   Beijinhos...
20080324151522AA87Qd5	Entertainment & Music;Polls & Surveys	Voce ja pagou algum mico hoje? Qual foi?	Eu ainda n?o pq até agora n?o saí de casa mas, n?o foi preciso sair de casa pra dar um fora pois fiz uma pergunta (antecedente a essa) q n?o teve nenhuma resposta. kkk
20080324130416AACHrI5	Entertainment & Music;Television;Other - Television	Hannah montana na globo?	em que horario vai passar Hannah Montana?                         HELP PLEASE                              ( AJUDEM - ME , POR FAVOR)   ? possso perder nenhum episodio    bjs
20080327115751AAU6FS8	Entertainment & Music;Television;Other - Television	Vcs sabem qual a altura e peso da vanessa Hudgens e da Ashiley Tisdale??	N/A
20080323192329AAR6Hqi	Entertainment & Music;Television;Reality Television	Quantas pilhas ja estavam postas na bolsa do rafinha antes de comecar a competicao????	o que acertar leva 10 pontos, atencao, dica...      a bolsa do rafinha tava pesada, so pra vc ter uma ideia, ninguem quis conferir as sacolas antes de comecar a prova, ninguem confere nada, parece ate que a coisa ja ta pre-estabelecida, a bbb sabrina sato disse que eh tudo programado com roteiro e scrip e tudo....aff
20080324150359AAXE47E	Entertainment & Music;Polls & Surveys	Você é feliz?	N/A
20080330110437AAdd58k	Entertainment & Music;Celebrities	Quem você prefere?	Ian Somerhalder de LOST,   ou Zac Efron de HSM???
20080329101228AA8dZVu	Entertainment & Music;Celebrities	Eu odeio Claudia Leite e vc ?????	eu amoooooooooo Ivete, Claudia Leite é  uma imitonaaa!!!!!!!!         *olha q sou baiana, é fruto da terra....kkkkk
20080329131005AAwD1pu	Entertainment & Music;Polls & Surveys	What is the weirdest yahoo question you have seen?	mine is "what religon should i go to to make my pee pee biggger?"
20080403180559AA4Vmk7	Entertainment & Music;Polls & Surveys	When you listen to music by yourself do you get so into the music ....?	where you can't see or hear your surroundings/??   your just so deeply into the songs??
20080406032542AAWUm9J	Entertainment & Music;Celebrities	Você que tem ídolo, qual o seu grau de preocupa??o com ele(a).?	Se você fica sabendo que ele esta com caganeira o que você faz?
20080406075329AAbna2w	Entertainment & Music;Television;Other - Television	O que assisti na tv hoje?	tipo doming?o chuvoso, vc nao tem nenhum dvd em casa, n?o tem tv a cabo, n?o tem pc... o ti resta e assisti televis?o o q vc assistiria?
20080408054638AAaVDD4	Entertainment & Music;Movies	N?O ter DINHEIRO é RUIM MAS EXISTEM COISAS PIORES?	N/A
20080331130012AA7WdO6	Entertainment & Music;Polls & Surveys	Oque você usa como despertador  ?	Para mim é a televis?o que liga nas alturas   ..
20080401101933AAuReRG	Entertainment & Music;Polls & Surveys	Vc prega pe?as no dia 1o de Abril?	Afinal é o dia da mentira, e aí você geralmente engana as pessoas no dia 1o de Abril, pregando pe?as nelas?
20080412105001AA2S7iU	Entertainment & Music;Celebrities	Miley Stewart x Hannah Monatana...?	Vcs acham a Miley Cyrus mais bonita quando ela tá de Hannnah Montana, ou quando ela tá de Myley Stewart?      P/ mim, as duas personagens que ela interpreta s?o bonitas, mas eu escolho a Miley Stewart, por causa da cor e do jeito do cabelo (castanho e cachaeado)...      E vcs? O que acham?      vlw!!!
20080412105035AAcTEQJ	Entertainment & Music;Celebrities	Miley Stewart x Hannah Monatana...?	Vcs acham a Miley Cyrus mais bonita quando ela tá de Hannnah Montana, ou quando ela tá de Miley Stewart?      P/ mim, as duas personagens que ela interpreta s?o bonitas, mas eu escolho a Miley Stewart, por causa da cor e do jeito do cabelo (castanho e cachaeado)...      E vcs? O que acham?      vlw!!!
20080409070538AAobP6t	Entertainment & Music;Movies	High School Musical 4 !?!?!?!?	ANTES MESMO DE LAN?AR 'HIGH SCHOOL MUSICAL 3', DISNEY CHANNEL Já PREPARA QUARTO FILME DA SéRIE       http://tv.globo.com/Entretenimento/Tv/No... 
20080406131809AAIMTmh	Entertainment & Music;Television;Other - Television	Que dia e horário estréia Hannah Montana na globo?	Show de bola esse seriado!   Já acompanhei as 2 temporadas pelo Disney Chanel.
20080408063149AA6nIhL	Entertainment & Music;Music;Other - Music	Qual é a música mais bonita?pela última vez nx zero ou say ok Vanessa Hudgens?	Pela última vez nx zero,say ok Vanessa Hudgens
20080408054251AASRlgR	Entertainment & Music;Other - Entertainment	Sera lan?ada FUNK CREU II (velocidade de 05 a 10)?	Q Q VCS ACHAM DISSO ???
20080401093716AA7losk	Entertainment & Music;Television;Comedy	Qual desses SERIADOS da DISNEY vc prefere? POR QUE?	Lizzie McGuire   Zac e Cody Gemeos em A??o   Hannah Montana   As Visoes da Raven
20080331113250AAsLXQq	Entertainment & Music;Movies	Qual(ais) seu(s) filme(s) favorito(s)?	Os meus favoritos s?o:      ~>Menina de ouro   ~>O diabo veste Prada   ~>Harry Potter (porque foi o primeiro filme que eu assisti no cinema)   ~>De repente é amor   ~>High School      E vcs, qual(ais) é(s?o)?
20080401092750AAlCEcu	Entertainment & Music;Movies	O filme fez sucesso, talvez até ganhou oscars e você ainda n?o descobriu onde tava a gra?a. Qual foi?	Qual foi o filme que fez sucesso, td mundo adorou e tal, mas você n?o gostou?
20080401073556AALRUVQ	Entertainment & Music;Movies	Li??es de Vida, Quais os filmes que você assistiu e que te deixaram grandes li??es?	N/A
20080330141202AA9HlDI	Entertainment & Music;Movies	Me diga seu filme preferido para cada genero a seguir!!!!?	Terror.....   Suspense.....   Thriller.....   Romance.....   Comedia.....   Comedia-romantica......   Drama......   Aventura...   A??o....   Fic??o.....   Musical....
20080403152241AApK40T	Entertainment & Music;Polls & Surveys	O que foi seu almo?o de hoje ?	= )
20080402170607AARMy83	Entertainment & Music;Polls & Surveys	Vc teria coragem de jogar seu filho do 6° andar de um prédio ??	Por mais capeta ki ele fosse ?      Eu naum teria !!
20080331160312AArNIcD	Entertainment & Music;Polls & Surveys	Qual o Famoso Que Você Queria Passar ...?	Uma Noite?
20080404094118AAlBUIo	Entertainment & Music;Polls & Surveys	Did your grandpa build the pyramids?	N/A
20080412140037AAPGOSr	Entertainment & Music;Celebrities	Dan radcliffe o que vcs acham, eu amo ele e sempre vou amar independente do que muitos falam por aí?	N/A
20080407094223AAoYpvB	Entertainment & Music;Movies	Poderiam me ajudar a escolher um filme?	eu quero alugar um(uns) filme(s), mas n?o sei qual!   poderiam me indicar filmes para alugar?   obrigada.
20080404143910AAnUvf2	Entertainment & Music;Polls & Surveys	Jah se afogou bebendo água no copo?	kkkkkkkkkkkkkkk   um dia desses eu tava morrendo de sede!   e quase morri afogada! rsrsrsrsrs   fui com tanta empolga??o pra beber a água q estava no copo,q entrou água pela boca,pelo nariz.............rsrrsrs   fikei um temp?o tussindu p/ caramba!!!!!!!!    kkkkkkkkkkkkkkkk      e com vc jah aconteceu????
20080405203001AAUYsJA	Entertainment & Music;Celebrities	Miley cyrus em 2010: uma britney da vida?	N/A
20080401063002AA9JneI	Entertainment & Music;Celebrities	Aten??o para todas as meninas f?s de zac efron?	pessoal descobri q ele é gay...   eu fiquei mto triste , ele e tao lindo pra gostar de homen...   eu vi em uma foto, me esqueci que  qual site  era, mas eu acho q tem alguma coisa com o site da globo. o q vcs acham disso??????????? ah e antes q eume esque?a, nao estou falando isso porque  primeiro de abril , e verdade. aí vcs vao pensar, nao q isso, ele e namorado da vanessa, ele disse, q foi so pra fazer publicidade. o q vcs acham??????
20080331155604AA3nZar	Entertainment & Music;Polls & Surveys	Alguém pode tentar me explicar porque as perguntas idiotas s?o sempre as que tem mais respostas?	N/A
20080330134140AAuVNyv	Entertainment & Music;Television;Other - Television	Vc assiste Hannah Montana,Zack e Cody(gêmeos em a??o) e Cory na Casa Branca???	Eu assistoo!!!Adoroooo!!!!!      Amooo esses seriados!!!!      Hannah Montana entaum....amooooooooooooooooooooooo!!!!!...      Entre outros seriados!!!      vcs assistem???o q acham???
20080402212458AAjVmfb	Entertainment & Music;Celebrities	Vcs acham q Amy Winehouse,Britney Spears,Lindsay Lohan e Janis Joplin deveriam marcar um dia pra beber juntas?	kkkkkkkkkkkkkkkkkkkkk      Eu iria adorar e vcs??kkkkk
20080401164930AA4ELYH	Entertainment & Music;Music;Rock and Pop	RBD  x   high school music?	QUAL O MELHOR?   quem ta fazendo mais sucesso?   qual vc gosta?   qual vc odeia?      gente digam sua opini?o,só n?o ofendam as pessoas que gostam.
20080406175414AAeCRpL	Entertainment & Music;Polls & Surveys	De qual HSM você mais gostou???	Eu n sei dizer qual o meu favorito, gosto dos 2 igual!!!
20080331123948AAKleWa	Entertainment & Music;Television;Other - Television	Quem assisti malha??o???	quem assisti malha??o que passa de segunda a sexta as 5:30 da tarde na globo???   quem n?o perdi um capitulo????   quem ja deixou de fazer alguma coisa ou ir pra algum lugar pra n?o perder malha??o??????
20080331125019AAz5NuO	Entertainment & Music;Television;Soap Operas	O que acontecerá em chiquititas 2008?	quero saber o que ira acontecer em chiquititas 2008
20080331132918AAPxBBd	Entertainment & Music;Jokes & Riddles	Charada excelente!! comédia..?	Por que a gente deve casar com uma mulher que tenha a m?e pequena???????      pq, dos males, o menor!!!!   kkkkkkkkkkkkkkkk
20080331155258AAjBbWO	Entertainment & Music;Music;Rock and Pop	Qual o site q eu baixo o clip Say Ok de gra?a!?	Ai gente eu amoooooooo muito essa misica!!   Muito mesmo!!!!!   Se puderem me ajudar eu agrade?o muitoOoOoOo!!!
20080331133926AAHmq7Z	Entertainment & Music;Polls & Surveys	Vocês acham a Vanessa Hudgens e a Letícia Sabatella parecidas?	N?o sei se vocês acham,mais elas duas tem várias semelhan?as
20080331163345AAkCOBd	Entertainment & Music;Music;Other - Music	Evangélicos e high school musical?	Gostaria se é incorreto fazer uma festa para minha neta q vai completar 10 anos com o tema high school musical por sermos evangélicos?
20080331161831AAkH0vg	Entertainment & Music;Jokes & Riddles	Essa piada aki e sem gra?a, nem ri v?o conseguir 0_O?	Dois homens estavam em uma pris?o quando um vira ao outro e pergunta:    - Onde consequiu esse relógio irado?   - Em uma corrida,responde o outro    - E quem participava.    - Eu, a policia, e dono do relogio
20080331163640AAIc0ul	Entertainment & Music;Television;Reality Television	Temos que respeitar.....?	Vi gente por ai criticando algumas garotas do bbb8, respeito que essas pessoas gostaram da gyseli no jogo, mas cada pessoa tem o seu valor, a gyseli pode ter agradado a elas mas isso nao quer dizer que as outras n?o tenham seu valor, e que a gyselli é melhor que elas. TODAS S?O IGUAIS O QUE MUDA é A CONTA BANCARIA. TODAS MERECEM RESPEITO COMO PESSOAS!
20080402122701AAUqdb9	Entertainment & Music;Celebrities	Se vc fosse a uma ilha deserta,que artista vc levaria?	eu levaria o cristiano ronaldo e vc????
20080402163639AAgibwU	Entertainment & Music;Music;Other - Music	Gostaria de saber o que acham de shows do Rbd, e se iriam?	Estou com uma duvida cruel, eu era muito f? do grupo rbd, e ano retrassado eu fui no show deles em Vitória, e agora meus amigos q continuam gostndo muito deles, v?o no show do Rio, e esse é meu dilema, ir e viver as emo??es q vivi e amei com meus amigos, ou n?o ir e esquecer de vez?  me dêem opini?es.
20080403105057AA2fmab	Entertainment & Music;Polls & Surveys	Last thing you blew up was a?	N/A
20080403152010AASwuEX	Entertainment & Music;Television;Reality Television	Who got voted off America's next top model last night? 4/2/08?	N/A
20080403152932AAkfSpR	Entertainment & Music;Television;Reality Television	What song was played for stacy Ann at her photo school on ANTM??	i really want to know the name of the song that was playing while Stacy Ann had her photoshoot on americas next top model.      (the photoshoot where they had to display music genres)      thank you sooo much!!
20080404103424AAJQDzE	Entertainment & Music;Polls & Surveys	If you had 3 wishes what would they be?	I would wish for loads of chocolate, a big king size bed and a massive mansion in Heswall
20080404104654AAmBmNW	Entertainment & Music;Television;Other - Television	As vis?es de Raven quem gosta ?	Vamos lá...   Se você quer ver o futuro (o futuro, o futuro)   Acha que assim vai ser melhor (vai ser melhor)   Só que nada é t?o seguro (vai Rae)   Pode ser até pior (pior)   Eu tento só ver o que acontece, mas acabo complicando...      E aí com você aí com você aqui é vêm nessa onda com a Rae   E se o futuro n?o tá nem aí vai ser melhor daqui pra frente.      Quero ouvir..   As vis?es da Raven   O futuro eu vejo sim   As vis?es da Raven   Isso é mistério pra mim.      As vis?es da Raven   O futuro eu vejo sim   As vis?es da Raven   Isso é mistério pra mim ééé      é! Sou eu...
20080406073100AAzp3pL	Entertainment & Music;Television;Reality Television	Q horas é a final d HSM a sele??o hj?	qria saber pra poder olha!!!   respond pff!
20080406081938AAPOH89	Entertainment & Music;Television;Other - Television	Rita Lee será Jurada em IDOLOS da RECORD, o que achou?	Rita Lee, que apesar de ser a Cara de S?o Paulo é um Nome Nacional e até Inernacional, será a Jurada de IDOLOS na TV Record que marca a Volta da emissora nos Festivais da Musica Brasileira;      O que você achou?
20080408161932AAkLjRm	Entertainment & Music;Music;Rock and Pop	Qual a música(s) que você mais gosta de HIGH SCHOOL MUSICAL?	pode ser qualquer uma mesmo que eu n?o goste!!! ;D
20080409130148AAIdo9t	Entertainment & Music;Television;Other - Television	Voces sabem qual é o significadoda palavra  BIG BROTHER?	N/A
20080419074245AAypdvC	Entertainment & Music;Polls & Surveys	What is it about that someone that bothers you ???	N/A
20080423201456AAaEOop	Entertainment & Music;Polls & Surveys	Has someone's sarcasm pissed you off, to the point you didn't want nothing to do with them??	N/A
20080425104347AAaAZMt	Entertainment & Music;Polls & Surveys	Do you feel you fall for  people too easily??	N/A
20080425105351AA1ug2i	Entertainment & Music;Polls & Surveys	Are there people you came across that surprised you??	because you never knew there cared so much about you??      when i got hit by a car...i couldn't beleive how many people were surrounding me. The whole entire neihborhood was out there.
20080425110744AAVx3HE	Entertainment & Music;Polls & Surveys	How would you let someone know they hurt your feelings?	N/A
20080430145504AAsnrPe	Entertainment & Music;Polls & Surveys	I was wondering --->Why do people say "bless you" when you sneeze??	ofcourse we all say it   i do to....i just never knew why!!!   whats the meaning, or why do we say " God bless you"..when someone sneezes??
20080430145649AACLdtU	Entertainment & Music;Polls & Surveys	How does your attitude effect the people around you??	N/A
20080430153418AAJFY8W	Entertainment & Music;Polls & Surveys	How often do you lick your lips??	N/A
20080501131321AA9biQQ	Entertainment & Music;Polls & Surveys	You Gotta keep yah head up???	Do you often fail to do that, and stay looking down..??   becuase you didn't have enough strength and power within yourself to just have that confidence?
20080501140930AAc8OHm	Entertainment & Music;Polls & Surveys	If someone has been treating you so rudely for so long...??	would it be easy for you to except them as a friend a few years later??
20080501163221AAkVTW9	Entertainment & Music;Polls & Surveys	What are ways you become mentally  stronger???	N/A
20080502121641AAgKccl	Entertainment & Music;Polls & Surveys	What's something people always have to remind you of??	N/A
20080502121737AAPlciF	Entertainment & Music;Polls & Surveys	Some who can be so nice, can be so mean>???	true or false??? & why?   tell me about it..!
20080503050614AA84VSF	Entertainment & Music;Polls & Surveys	What was the last question on YA that made you smile?	N/A
20080503102335AAcHRHY	Entertainment & Music;Polls & Surveys	How would you feel if you founded out your most favorite cusion.......?	was bi-sexual ???
20080503143608AAYcd96	Entertainment & Music;Polls & Surveys	Does a good argument or fight always end up happy at the end??	brings  you closer to that person??
20080504155127AAuz8r8	Entertainment & Music;Polls & Surveys	At what times would you say your bad side reveals it's self???	N/A
20080508214657AArHtsz	Entertainment & Music;Polls & Surveys	ALGUIEN ME PUEDE AYUDAR :( --necesito escoger una profesion y poner palabras que solo esas personas sepan.?	como tipo terminologias que solo ellos conozcan
20080420155652AAj3hgP	Entertainment & Music;Comics & Animation	?Alguien sabe como se llama el anime donde sale una chava con un traje verde y el pelo rojo, o alreves?	N/A
20080514091439AAe5p01	Entertainment & Music;Celebrities	Ajuda sobre a ash prescioso de infroma??es para trabalho tds possiveis e interesantes?	vlwwww ai td que tiver pets,altura,peso,musicas etc . .
20080502162016AAsc4np	Entertainment & Music;Polls & Surveys	Na sua infancia você assistiu Carinha de Anjo??	Nossa..! Eu nunca esqueci dessa novelinha que eu assisti quando era pequena xD
20080504071749AAp7QMl	Entertainment & Music;Music;Other - Music	Qual a banda que vc mais gosta?	N/A
20080502124358AAjIs7e	Entertainment & Music;Movies	Você costuma asistir filmes mais de uma vez?	tem um que eu me lembro com o Robert de Niro, Angel Heart (Cora??o Satanico) que asisti várias e vária vezes na própria época que foi lan?ado. n?o porque eu adorei. mas porque tinha umas coisas intrigantes...   e outros aconteceu isso também.   e você? se sim lembra qual?
20080426153806AAFdXhy	Entertainment & Music;Television;Other - Television	Na opini?o de vcs, pq a televis?o hj em dia dá ênfase a desgra?as, escandalos e coisas do gênero?	Isso é o q eu ? consigo entender... a TV só mostra desgra?a o tempo td. Epidemia de dengue somada a violência do Rio... primeiro o Jo?o Hélio, agora a menina Isabella Nardonni...    Escandalos q ocorrem em nosso governo, violência, descaso, epidemia de dengue... e nós podemos fazer alguma coisa para melhorar td isso, mas as pessoas parecem q ? se importam mto...
20080516144855AAHmn1j	Entertainment & Music;Polls & Surveys	Para os f?s de RBD...?	Só pra descontrair: Vcs gostam + de qual música? Eu gosto + de Y soy rebelde, Nuestro Amor, Trás de mí, Ense?ame e Fuego.  E vcs? Bjs... Lola
20080505093106AAie5Uu	Entertainment & Music;Music;Rock and Pop	Qual é a música q + toca o seu cora??o?	Comigo é a música Ense?ame, do RBD:      Es dolor el saber que lo nuestro se puede terminar   Porque simple y sencillamente nunca he sabido actuar      Y se que mueres por mi, vives por mi   Y nunca me has dejado atrás   Aunque sabes que a veces yo soy solo miedo   Pero vives en mí, junto a mí,   En mi interior, en este corazón confundido   Por eso te pido por favor      Ensé?ame a quererte un poco más   Y a sentir contigo el amor que tú me das desvanece el frió   Quiero verte ya      Ensé?ame a quererte un poco más   Y a vivir contigo que no aguanto la ansiedad   De saberte mío quiero ir donde vás      Lejos de pensar que me estoy haciendo   Mal tengo que reconocer   Que todo esto me ha salido mal      Por eso voy a aprender voy a vivir, voy a abrazarte más y más y No quiero y no debo y no puedo dejar de verte      Por que vives en mí, junto a mí, en mi interior, en este corazón confundido   Por eso te pido por favor      Ensé?ame a quererte un poco más   Y a sentir contigo el amor que tú me das desvanece el frió   Quiero verte ya
20080428161206AAPExmp	Entertainment & Music;Movies	Quantas sequencias você terminou e quais? Quais você come?ou e ainda n?o terminou?	Eu já terminei as seguintes:   Trilogia Clássica Star Wars   Trilogia Nova Star Wars   Exterminador do Futuro   Jurassic Park   Miss?o Impossível   Indiana Jones      Comecei mas terminei:   Matrix   Piratas do Caribe   O Senhor dos Anéis (na verdade, eu assisti o O Retorno do Rei)
20080506154908AA8fTmj	Entertainment & Music;Celebrities	Alguém aí sabe tem a lista completa das 100 pessoas mais bonitas do mundo (deste ano)? Obrigada!?	N/A
20080513181354AA02rQY	Entertainment & Music;Movies	O melhor filme - continua...?	Assim como estou fazendo a vota??o do melhor ator/atriz, vou fazer com os filmes.   Gostaria que indicassem um filme de cada um dos gêneros abaixo:   Fic??o Científica, Drama, Romance.      Tentem n?o repetir, por favor.      Meus escolhidos- Star Wars III, A cor Púrpura e Titanic (:B)      Beijos!
20080513183237AAgUhTH	Entertainment & Music;Movies	Agora, o ator e a atriz mais bonitos.?	Bom, já sei das dezenas de Brad Pitt que vocês v?o dizer, e outros atores também, ent?o, pe?o que por favor, n?o repitam os nomes.   Se você puder colocar uma foto dele/a.   Meus indicados:   Hayden Christensen  http://innerjoejoe.files.wordpress.com/2...     http://www.jfs.blogger.com.br/HAYDEN%20C...       e Scarlet Johanson    http://i.ivillage.com/LS/Slideshows/Sedu... 
20080512171911AAGNA7Z	Entertainment & Music;Movies	Continuando a vota??o para o melhor ator e melhor atriz de Hollywood.?	Agora, vote em DOIS atores e DUAS atrizes pra sair da lista, ou seja, os que vocês acham piores.      Atores   Tim Robbins   Jack Nicholson   Tom Cruise   Charlton Heaston   Denzel Washington   Johnny Depp   Robert De Niro   Al Pacino   Hayden Christensen   Antony Hopkins   Sean Connery   Zac Efron   Morgan Freeman   Tom Welling   Edward Norton      Atrizes   Jessica Alba   Jodie Foster   Sandra Bulock   Kate Hudson   Marilyn Monroe   Nicole Kidman   Meg Ryan   Júlia Roberts   Katherine Hepburn   Julianne Moore   Helen Hunt   Jennifer Connely   Meryl Streep    Susan Saradon   Ashley Tisdale   Angelina Jolie   Jennifer Love   Cate Blanchett      Meus eliminados:   Tom Cruise e Zac Efron, Ashley Tisdale e Vanessa Hudgens- Eles cantam bem, mas atuadno, n?o s?o bons, mas s?o novos ainda, tem muito o que aprender :).         E Deixando bem claro que, n?o concordo com todos da lista, apenas coloquei o que disseram nesta pergunta.    http://br.answers.yahoo.com/question/?qi... 
20080426102159AAS0K9C	Entertainment & Music;Celebrities	Olá... gostaria de saber se Hannah Montana é evangélica???	é pq eu li uma entrevista no site  http://mileycyrus-br.blogspot.com/2008_0...    que dizia o seguinte:   Miley Cyrus e sua amiga e dan?arina Mandy Jiroux lan?aram uma nova edi??o de seu "programa" feito para a internet, "The Miley and Mandy Show".      Neste "episódio", a estrela de "Hannah Montana" e Mandy responderam perguntas enviadas pelos f?s. Elas falaram de tudo: da amizade das duas ("Somos melhores amigas há um ano", contou Miley), de namorados ("estamos solteiras", afirmaram) e até de religi?o.   "Sim! Somos crist?s. Boa Páscoa! Amamos Jesus. Eu canto, atuo e dan?o para ele", contou Miley.      me respondam se souberem ok.... xau agrade?o desde já...
20080427174741AApCuZV	Entertainment & Music;Celebrities	Proof Miley didn't pose nude? ALL MILEY FANS READ THIS!!AND hATERZ!!?	 http://www.people.com/people/article/0,,...       lol, a hater posted this in an answer 2 one of my questions, and obviously didn't read it. Its amazing what you can do with digital photography!
20080502172950AAiAPwn	Entertainment & Music;Music;Other - Music	Jonas Brothers Burning Up Tour??? Meet and Greets?	Um are there going to be meet and greets? If so are they public or do you need passes? If they are private where cna i get passes i need all the info!!      thanks   xox   samantha
20080428131000AADhmUF	Entertainment & Music;Polls & Surveys	Político corrupto n?o costuma ser preso no Brasil.Vocês acham que isso é...?	( 1 )Sinal de que os corruptos se d?o bem neste país.           ( 2 ) Sinal de que o Brasil tem que entender que corrup??o é nojento!        ( 3 )Sinal de que há poucos políticos corruptos no Brasil.
