396932642.html	百度知道/医疗健康/外科/	我脚骨折了拍完片医生说我好了但是现在走路原来伤的地方还有疼痛怎么...	我脚骨折了拍完片医生说我好了但是现在走路原来伤的地方还有疼痛怎么回事额
40592851.html		弄如何翻译?	上海的\r\n上海市XX路75弄1号
51766736.html	百度知道/社会民生/法律/	毕业生就业协议没有签，户籍问题（越详细越好）谢谢啦！	我是今年即将毕业！我的毕业生就业协议没签。\r\n我想知道，我现在在合肥，我毕业后没有找到工作。\r\n我想请问户籍问题。\r\n我听说在学校放2个月。又人才市场！\r\n很迷糊。希望有个详细的解答！
284586611.html	百度知道/电子数码/手机/通讯/手机购买/	我想买手机，像素上300万，智能机，不限品牌，有触摸，1000-2000，最好价格低点。	使用目的：智能机,上网,听音乐,玩游戏,拍照片\r\n
532060333.html	百度知道/地区/辽宁/	盘锦鑫河化工有限公司	网址多少？公司怎样，规模大吗？
416854642.html		我魔兽世界4.3.4更新之后，字体又变回去了，我更新插件之后也不好使	后来我把整个\\Fonts文件夹删了，- -，现在怎么办啊
516887201.html	百度知道/电脑/网络/互联网/网站使用/	我手机半智能的QQ2009，我想下载QQ2010或2013不会安装谁能教我再帮我找个能下载QQ的页面！	不保准的别说，我怕一删手机什么东西，2009QQ都没有了~求求求！！我紧急，教会我再给你分！
55447385.html	百度知道/电脑/网络/硬件/	精英集成显卡驱动哪里有？	我家电脑配置都是够的，但是重装之后显卡驱动没有装，\r\n哪里能装呢？（精英P4M800-M7）\r\n驱动之家和精英主页我都去过了，可都没有用。\r\n那位知道说一下，谢谢。
43265175.html	百度知道/社会民生/求职就业/	数控学徒 有经验的师傅请进 +分	我现在在一家大型国企 干普车 2006年技校毕业有数控高级车工证 但是没有实做经验 由于单位体系和工种的关系我不想干了 想继续干数控 不知道现在数控行业的就业是否宽广 我现在应该怎么办 要是学徒的话应该怎么选择 我在网上找了好多 都是广东 上海 山东一带的 而且要求有一定的实做经验 这点我没有 现在很烦恼 以我现在这样的条件我应该怎么样做 怎样去选择 学徒的话应该选择什么样的 请师傅们指点 \r\n谢谢
520239539.html	百度知道/教育/科学/出国/留学/	家里在办移民（加拿大），属于投资移民。我目前读大二，学艺术。	我想知道移民后，我去加拿大读研有什么要求？
182356393.html	百度知道/电脑/网络/软件开发/数据库DB/	哪里有免费php空间支持MySQL/FTP上传	知道的回答我一下。要国内的。能用的，不要给我发什么资源网站找，要具体的网站。谢谢，希望帮个忙，急
169768916.html	百度知道/生活/交通出行/	南昌市第十二中学做几路车	从新建去12中要怎么坐车？\r\n\r\n注意南昌大桥封了，现在要从八一大桥过，我该怎么坐车？
17840869.html	百度知道/医疗健康/中医/	盗汗是由什么引起的?	睡着了就出汗,很多，醒了就不会了，这是怎么回事?
181276843.html	百度知道/教育/科学/学习帮助/	六年级上册第一单元：《穷人》中，问:渔夫说“嗯,是个问题!”这里的“问题”指什么是个问题?	尽快，谢谢了。
177576553.html	百度知道/社会民生/法律/	你好，我想请教一下懂劳动法的人士：	我到一家房屋开发公司做会计工作，当时老板要求我能长期工作。为了这个我推掉了原来的兼职工作，专心致致的做了这一家工作，可是到了第4个月的月末他就变挂了，要换人了，可我也觉得窝囊，会计工作是头三个月得付出双倍的努力，因为得熟悉企业的一切经济业务。不同于其它岗位。可我刚缕顺完账目，还没放松一下呢。他就把我辞了，而且现在还不是用人季节，我还得再呆上6个月呢，他给我造成了损失，他应该给我补偿吗？怎么补偿？ 谢谢
385950669.html	百度知道/教育/科学/理工学科/数学/	一个正方形的一边增加3厘米，相邻一边减少3厘米	所得长方形面积与这个正方形每边减少1cm所得的正方形面积相等,求这个正方形的面积
160274805.html	百度知道/体育/运动/赛车/F1/	关于QQ飞车	我问题很简单，希望答案很全面！请问飞车上怎样求婚，无戒行不？如若解决，必有重谢！@！！
35200763.html	百度知道/娱乐休闲/电视/	TVB近期有什么破案的戏吗？除了法证先锋。	TVB近期有什么破案的戏吗？除了法证先锋。不要古装的。
171727317.html	百度知道/娱乐休闲/电影/	有什么网站看电视电影是最全、更新速度最快的？	要可以直接观看的，不要那种下载什么播放器的
356591603.html	百度知道/电脑/网络/笔记本电脑/	无线网搜索不到的问题	为什么笔记本电脑创建的无线网络，我的手机和朋友的纽曼掌上电脑搜索不到，而IPAD能搜索到呢。\r\n我手机能搜到其他无线网络，就电脑创建的无线网络搜不到，用IPAD同时搜就能搜到。\r\n请问大家这是什么原因呢？\r\n谢谢
308551896.html		一个月前我梦见在听佛陀讲经，昨天又梦见观音像，是木制的，大概有二个手掌那么大。	最近一直在看有关佛法的书，心里对三宝也是敬重有加，并且开始尝试素食，但是前天和昨天吃了点荤。昨晚就梦见观音像，梦里的感觉是那观音像和我母亲有关的，木制观音像倒在地上，好像意味着谁的离去，很悲伤很敬畏的捧起观音像，边流泪边念阿弥陀佛。接着又梦见净空法师，好像带着责备的眼神在给我讲经。\r\n我心里很不安，不知道这些梦有什么寓意，请高人指点，谢谢了。
298975522.html	百度知道/生活/家居装修/	哪个牌子、型号的浴霸比较好? 哪个品牌的浴霸质量好?	哪个牌子、型号的浴霸比较好？家里的浴霸彻底不能用了！
394264288.html	百度知道/烦恼/恋爱/	我刚甩了人，心很痛，饭也吃不下，想大哭一场，我是不是不该分手。。。	我们在一起两年了，他是个好人也是真心对我的，但是也有很多的缺点，忍受不了。。。
183634853.html	百度知道/电脑/网络/	大家告诉我该怎么做.我买了个台式电脑.家里没电话线，附近有网线但想自己啦，该去找那里的人给啦呢？	我是石家庄赵县地区的.家在农村里面，因为不太懂这当面的知识想问问大家该找谁来给拉，拉一年又是多少钱呢，大家，希望大家能给我解释的越清楚越好，如果有赵县地区的人告诉我赵县电信在那，麻烦大家帮小弟解决下，
376559902.html	百度知道/医疗健康/传染科/	请帮我看一下乙肝五项检查的检验报告单吧,非常感谢	患者信息：男 27岁 河南 郑州 \r\n病情描述(发病时间、主要症状等)：\r\n乙肝表面抗原 0.185\r\n乙肝表面抗体 61.253 偏高很多\r\n乙肝e抗原 0.05\r\n乙肝e抗体 0.000 竟然是0\r\n乙肝核心抗体 0.510\r\n\r\n想得到怎样的帮助：\r\n这是什么结果,请帮我看一看吧..是属于哪个情况?需要打乙肝疫苗吗？\r\n\r\n
304147282.html	百度知道/生活/交通出行/	在阜阳驾校学车,小轿车和小货车的价格为什么相差一些,小轿车比小货车贵,而且接待人员还说小货车好过一点？	它们有什么区别呢？
3688841.html	百度知道/烦恼/恋爱/	我女朋友因为不是处女而一直觉得对不起我	我女朋友告诉我她已经不是处了,当时听到了 还是很难受的 但我知道 毕竟是她以前的事了 再说我是要她的心 又不是她的人 但是最大的问题就是她走不出那阴影 她觉得一个女的不是处了 就什么都没有了 她对感情很专一 所以把这个看的这么重 她一直觉得对不起我 她说自己不干净 我用了很多方法劝她 但效果都不好 她说她好后悔 我说 你不能否定曾经的感觉是错的吧?当时你做那些事是因为那时爱他 只是现在不爱了 你不能用现在的感觉去想以前吧? 再说了 你那时候又不认识我 哪来的什么对不起? 大家说说 我该怎么办的 我爱她 她也爱我 但这东西却是个障碍
182999849.html	百度知道/生活/购车养车/汽车养护/	半离合能加油吗？	上次路上塞车，我一直半离合移动车子，教练叫我加油跟上前面的车子，否则会被别的车塞进来。\r\n半离合的状态下能加油吗？
301317858.html		2011昆明中考分数线	跪求最新公布的昆明市中考分数线！！神啊 老大啊
298576832.html	百度知道/教育/科学/外语学习/英语考试/	80后，初中英语书上的内容是不是关于Li Lei和 Han Meimei的？在哪里可以找到那年版本的英语书？	有谁是80后的人，那时候你们读初中时的英语书上的内容是不是关于Li Lei和 Han Meimei的？其中具体内容说的是什么？在哪里可以找到那年版本的英语书？
369070126.html		关于魔兽世界幻化的问题	关于魔兽世界幻化的2个问题：\r\n1.比如我把T11幻化成了T6的样子，那么我拿到T12时候能拿\"幻化成T6的T11\"幻化成T6的样子么？\r\n2.同一件装备可以重复幻化么？是不是覆盖上一个样子。\r\n\r\n本人菜鸟没有幻化过 望各位老大指点
306873384.html	百度知道/电子数码/	移动电源	有一个移动电源他写的是11200毫安，我想知道这11200毫安够手机和MP4充几次电的！\r\n请着重回答，谢谢！
398182843.html	百度知道/商业/理财/贸易/	新疆哪些快递公司能空运宠物狗	我想从塔城额敏把我的宠物狗托运回来，不知道哪些快递公司能做这个业务？
172630346.html	百度知道/教育/科学/出国/留学/	去德国探亲签证率怎样高？	去德国探亲，我的那个朋友是自己开酒吧，同时他自己白天去单位里上班，工资大概1200欧元，不知道他以公司的名义担保我去德国签证率高还是以酒吧的名义担保我高？还想请问一些一般探亲的签证率高不高？
298402120.html		个人申请专利和公司申请专利的差别在哪儿?	申请专利是申请个人的好呢还是公司的好呢？？？（公司是自己当老板，发明的也是自己）
247404893.html	百度知道/生活/生活常识/	怎样折纸钱包	怎样折纸钱包
26517587.html	百度知道/电脑/网络/互联网/网站使用/	baidu与google你最喜欢哪个？为什么？	做一个市场调查，谢谢大家！
373730710.html	百度知道/生活/购物/	我刚刚开了一间淘宝小店，但是有很多东西都不懂，例如怎么装修，模板怎么使用，宝贝的描述该如何写等等。	所以想拜一位有开淘宝店经验的朋友为师，拜师我没有什么好处可以给你，但是我可以保证，你有什么要求我一定会尽力做替你做好。我可以帮你推广你的店铺，因为我现在是在读大学，学校里有很多同学，我可以帮你推销你的店铺，帮你宣传。现在这里说声谢谢了。另外，虚拟充值的广告就不要给我了，因为我自己有货源了，谢谢。
32010701.html	百度知道/电脑/网络/硬件/CPU/	为什么我的CPU不自动降频	我的Core2 E6600始终都是2.4GHZ满开 它不是应该在空闲时自动将频来节省能耗的吗?
168556912.html		我也不知道有没有怀孕	我这个月已经过了8天了月经还没有来时怎么回事啊\r\n而且小肚子经常痛，有的时候痛的特别的厉害\r\n近几天有点呕吐，全身没有力气
497544491.html		踢球剧烈运动后，蹲下或者转身，膝盖外侧疼痛，感觉像扭到筋的疼，无肿胀。	患者信息：男 30岁 \r\n病情描述(发病时间、主要症状等)：\r\n6年后，第一次踢球，在踢球过程中，膝盖被扭到之后又被撞倒，当时感觉就有些疼，第二天早上蹲下或者转身或者转动膝盖都会疼痛，像扭到的筋的疼，膝盖外表面周边没有肿胀，谢谢各位帮我分析分析，这是为什么呀？
29819181.html	百度知道/烦恼/恋爱/	我和男朋友能长久么？	我和男朋友在一起一年零八个月了！中间的过程真的是说不清楚。我和他在一起一个月的时候就做爱了，我把初夜给了他。然后我怀孕三次，还有一次宫外孕，独自上现在有一条10厘米长的疤痕。第一次以后我们经常做爱，经常吵架，有时候两个人都吵得歇斯底里的。但是他还是很爱我，一直很爱我，每次我真的很倔的时候他都痛苦得要死。他也有很倔的时候，让我直接想要分手。可是我们不吵架的时候却又像刚开始恋爱那样缠绵，一点不像在一起20个月的情侣。我一直这样吵架缠绵，我觉得很。。。开心的时候很开心，痛苦得时候就要死掉一样。我们这样能长久么？他是不会和我分手的，我相信，但是我还是觉得不安全，我不想过那样痛苦得不稳定的日子啊！谁能给我吃一颗定心丸呢？
304602746.html	百度知道/电脑/网络/	摩托车 电动车选择	我是新手，仅仅有骑自行车的经验。并且水平还不够高。不知到是摩托好呢还是电动车好呢。由于水平不高，也不敢开的太快。请高手赐教。
524767631.html		在电影天堂中搜到电影后怎样翻页?	我搜到 六人行 后，它第一页只有1-5季的，我想下载全季的，但页面上没有翻页的，怎么回事？
3001287.html	百度知道/烦恼/恋爱/	怎么样通过手机短信追女孩?	前段时间我认识了一个女孩,\r\n见了一面就非常喜欢她,\r\n我有她的手机号,\r\n但是现在不和她在一块,\r\n我怎么用手机短信和她交往呢?\r\n请大家帮忙.\r\n有什么好短信给小弟介绍一下,\r\n小弟在这里谢谢您了.
28753022.html	百度知道/电脑/网络/硬件/显卡/	刚买3天的显卡````能换新的吗??``没被烧	显卡是电脑城里买的``才用3天``就出现不稳定的问题``拿到电脑城搞了半天```他们肯定是显卡问题了``但没多的这型号显卡``就让我留个电脑``他们把显卡拿到主城重庆的原厂去检查`离我们这里有半天的车程````电脑城的说``能不能换新的``或者修不修的好``那就要看原厂的发话了``叫我回家等``1星期内给我打电脑``\r\n请问这种情况我该怎么办?`万一他们不给我换新的``或者说修不好了!```买的时候没发票``只在显卡上打了个标``````\r\n请问该怎么办?``说的好的`详细的```我外加50分!
55177635.html	百度知道/教育/科学/理工学科/化学/	什么是酸性氧化物？什么是碱性氧化物？	谢谢！
52081682.html	百度知道/游戏/网络游戏/	飞飞游戏多大?	有多少GB?不要压缩后的
6465746.html	百度知道/生活/起名/算命/	我属于五行中的哪个呢 ？	“此命五行土旺；日主天干为火；必须有土助，但忌金太多。”\r\n看不太懂，这是什么意思呀~`帮我解释一下~`
311403378.html	百度知道/游戏/单机游戏/极品飞车/	极品飞车9完美存档 在线等	《极品飞车9》全系列超完美存档\r\n\r\n总共21个记录存档的那个\r\n\r\n729654078@qq.com 谢谢
59473429.html		怎样隐藏QQ上的空间和问问	隐藏QQ上的空间和问问内容.让头像右边空白(什么也没有!!!!!!!!!!!).但下面的空间和问问图标不熄灭
298002181.html	百度知道/游戏/网易游戏/大话西游/	大话西游2 付混腰带。 问价	5J不可培养腰带 敏要求。根骨2 抗鬼火31 附带混乱攻击12.6\r\n\r\n5快等于270W
536430640.html		在2003PE中安装XP系统	在2003PE中安装XP系统 \r\n我说的是手动安装，我有一个原版xp光盘，点开setup.exe之后，“安装Microsoft Windows XP”这个选项是灰色的，有什么办法可以破解掉不？？
50859900.html	百度知道/资源共享/软件共享/	求photoshop cs2的授权码	序列号：1045-1830-7483-3749-8386-5896\r\n激活码：0496-6169-4583-6241-9985-1180-4797
65502144.html		溏心风暴第18集里面 阿好同素心一起唱的第一首歌系乜歌（系卡拉OK)？	家乐发短信比阿庆阿庆T短信的时候的播的又是什么歌？
58105166.html	百度知道/医疗健康/妇产科/	白带问题，很急~~	这几天白带有点多，有点粘稠，没有异味也不瘙痒，颜色是透明的，但是里面夹的有点白白的，也不是那种豆腐渣样，这是怎么了？是什么病吗？
47115829.html	百度知道/生活/美容/塑身/护肤/	嘴唇突然出现小黑点,没有任何感觉,是怎么回事?	我24岁了,就在几个月前嘴唇突然出现小黑点,没有任何感觉,是怎么回事?\r\n\r\nPS:我也查过原因,有的说是肠道有问题,好象叫什么多发性息肉,而我确实肠道消化不是很好.前几天我去医院肠道科询诊,医生说没有听过有这个症状,我应该去口腔科再问问吗?
304313289.html	百度知道/教育/科学/理工学科/数学/	有三个数，每次选取其中2个数，算出他们的平均数，再加上另外一个数。用这样的方法计算了3次，得到3个数：	64、59、61.原来的这三个数分别是多少？
63375219.html	百度知道/烦恼/夫妻/	我不喜欢和老公接吻，为什么？	我不喜欢和老公接吻，为什么？有时候我感觉湿湿的，有点恶心！
306954656.html	百度知道/娱乐休闲/星座/运势/	女生，属蛇，处女座，五行属水，喜神是木适合佩戴什么吉祥物品？水晶、玉合适吗？还是其他？？	谢谢！
69623301.html	百度知道/烦恼/恋爱/	如何追MM最有效？	本人近来喜欢上一位MM，但是苦于没有更好的方式~~\r\n\r\n还请各位过来人介绍一下经验，为夺取追老婆战略的全面胜利而奋斗！\r\n\r\n不要长篇复制内容，而是讲得有条有理的最佳~~谢谢~~
305574141.html	百度知道/生活/美容/塑身/美发/护发/	烫纹理一个月。自己用直板夹拉直再洗头什么样	就是。我现在烫纹理。我想自己用直板夹。拉直\r\n不用药水一次性的那种。拉完再洗头头发会什么样？\r\n还是纹理那样么？
64680282.html		关于学习星际的问题	我玩星际时间（非频率）很久了,T，不过以前都是打打电脑，偶尔玩一次。\r\n\r\n我2个月前，都不敢去平台打，一打我就紧张。\r\n\r\n现在打着打着我觉得，太菜！不知道怎么提高自己的水平。\r\n\r\n每次都是打了一下午，自己赢了一两场都是不容易的。\r\n\r\n现在有人告诉我，我要去学习每个种族的打法，还有从rep中学习\r\n\r\n这些东西都是以前我不在意的地方。\r\n\r\n除了大量的练习外，这个rep要怎么学习啊。看高手的rep我和看天书没区别\r\n\r\n还有操作，和手速，我听说T对手速要求很高呀。。我自己也觉得\r\n\r\n两线操作是极限。。是不是自己天赋的问题。。。奇怪。···\r\n\r\n还有那个暴兵，别人200好一会了我80还没到呢。\r\n\r\n我觉得，星际已经超越了游戏的本质，是一门战争的艺术。。\r\n\r\n哈哈，扯远了，如果有志同道合的朋友，欢迎你们来虐我，教导我。\r\n\r\n谢谢！QQ 63848702
272251919.html	百度知道/商业/理财/银行业务/	关于邮政银行半年存款利息的问题，在邮政上班的人请进~~	今天我去邮政银行办业务，看到有理财经理推荐我一款无风险，高收益的产品，说是存款半年，利率达到4，在这存款半年期间不能随意支取，过半年后会有专门的客户经理给你打电话联系看客户要不要续存，如果需要的话就半年接着存，不需要的话到期就支取。我很疑惑，银行一年死期才3，他半年就是4，感觉像是基金，但是他们说的是无风险的，我想请懂的人告诉我，他们所说的到底是不是真的？真的有这种半年4的无风险理财产品吗？这里面有什么猫腻没有？要真是的话，半年半年转存比什么都划算啊。。。先谢谢大家了~~
391891435.html	百度知道/电脑/网络/笔记本电脑/其它笔记本/	谁能帮我推荐一款笔记本电脑	能够流畅的运行差不多天龙八部和地下城与勇士的游戏类型,4000RMB左右的,最好是华硕或联想的吧.分不多了，先谢了
291282963.html		隐藏不活动的图标，这个动能丧失了为什么？	刚开机时还有显示，比如打开QQ 或者什么的 那个图标就消失了为什么（ 除了QQ也一样）！？
275032519.html	百度知道/娱乐休闲/星座/运势/	金牛座今年运势怎么样啊?我看那个苏珊米勒说的今年金牛座有大运,不知道是不是真的,主要是关于学业方面...	金牛座今年运势怎么样啊?我看那个苏珊米勒说的今年金牛座有大运,不知道是不是真的,主要是关于学业方面的,今年要高考,求高人分析,复制党滚开!!
286812304.html		大连哪个游泳馆环境好点 而且门票控制在20元周围的游泳馆.最好有教练的 我想去学游泳、	想找个教练学游泳、不知道哪有啊？ 教练收费标准有知道的么？好的我给分
288963126.html	百度知道/商业/理财/商务文书/	公司是入会中国采购与招标网、中国招标网还是中国采购招标导航网？在这三者中犹豫，选其一	从背景实力、服务、价格、行业信息等方面比较。知情人士烦请给点意见，我自己也在比较，谢谢！~，说的好的话提高悬赏哦
237248421.html	百度知道/娱乐休闲/动漫/	请问谁有《少年男仆库洛》ova 中字的全集《百日蔷薇》全集可以发给我吗 1041954260@qq.com 万分感谢	满意加分的
397781273.html		为什么我进入中国工商银行网银点击个人网上银行登录时没有登录窗口，老是弹出安装网银助手的提示？	我已经安装好了网银助手，IE也是7.0版本的，但就是没有登录窗口，求各位高手赐教！
