What type of data can scientists collect to prove the existence of global warming ?	For those who are certain global warming is a lie?	0	20070630070155AARNXBL
What type of data can scientists collect to prove the existence of global warming ?	What actual proof or data do you have that proves humans are not having an impact on global warming?	0	20080521060926AAWX4RK
What type of data can scientists collect to prove the existence of global warming ?	Question for the "scientist" that responded to "Global warming...?" question?	0	20070107205119AAa0JCQ
What type of data can scientists collect to prove the existence of global warming ?	If Manmade Global Warming is "Proven" then why hasn't anyone collected the prize offered by junkscience.com	0	20080603233455AAP4MY8
What type of data can scientists collect to prove the existence of global warming ?	How much "Global Warming" data is based on faulty data?	0	20081205073942AAzTQ9a
What type of data can scientists collect to prove the existence of global warming ?	Can I prove to you that Global Warming is false?	0	20081223155408AA6IytZ
What type of data can scientists collect to prove the existence of global warming ?	Why do people believe in global warming when the scientist emails prove its fake?	0	20091210151439AAKL1vM
What type of data can scientists collect to prove the existence of global warming ?	Does anybody know the site that proves 32,000 scientists say in writing Global Warming is FAKE??	0	20080522150151AAXGFY2
What type of data can scientists collect to prove the existence of global warming ?	Can you show me science that proves Global Warming does NOT exist ?	1	20080103184039AAMIckM
What type of data can scientists collect to prove the existence of global warming ?	Since temperature records appear to be unreliable, will scientists re-think their positions on global warming?	0	20100215064716AAniPqi
What type of data can scientists collect to prove the existence of global warming ?	Are Global Warming Scientist Like Scientist Hired by the Tobacco Corporations?	0	20081007185731AAsrkuf
Need help finding a vegan cake?	Where can I find a vegan wedding cake in Los Angeles?	1	20100323234943AA5HzE2
Need help finding a vegan cake?	Vegans..I found this test recipe for angel food cake that may need tweeked..?	0	20070417063042AAGeJKc
Need help finding a vegan cake?	Stores that sell vegan cake?	1	20110712175326AA8KEan
Need help finding a vegan cake?	Vegan Mint Choclate Birthday Cake help please?	0	20100615154519AAKb9wf
Need help finding a vegan cake?	Does anyone know where I can find Vegan cake mix?	1	20080930153148AAPd3le
Need help finding a vegan cake?	I need help going vegan?	0	20081218030854AAkhPYF
Need help finding a vegan cake?	I need a good vegan cake recipe!?	0	20090817155407AAnGvNK
Need help finding a vegan cake?	My older sister is vegan and i wanna make a vegan cake so she can have it too, help please :)?	0	20100108115635AAfdzUA
Need help finding a vegan cake?	My son 21st is coming up and he is a vegan . I need to get him a cake vegan i dont no where to find any.?	1	20071117174752AAhY5Mf
Need help finding a vegan cake?	I need to find a birthday cake recipe for a cake shaped like a Chef hat or something similar. Can you help?	0	1006031307070
Need help finding a vegan cake?	I need to find a cute cake design please help!?	0	20081211191530AArLjFN
Need help finding a vegan cake?	Years Ago I Had A Birthday Cake Bought To Work For Me I Need Help Finding Out What Kind It Was?	0	20100918174002AAF2fFa
Need help finding a vegan cake?	I'm a vegetarian transitioning into a vegan, and I need help!?	0	20081224173822AAppCIy
Need help finding a vegan cake?	Need sour cream for coffee cake but can't find any! help!?	0	20090920103706AAeKHDt
Need help finding a vegan cake?	Looking for a fruit cake made with fresh fruit pulp. It was vegan and gluten free. Anyone help PLEASE?	1	20070928092738AAMSFXm
Do I Need To Change My Guitar Strings?	Changing a guitar string? HELP!?	1	20070107145712AAJVV2E
Do I Need To Change My Guitar Strings?	If I bought this guitar, How would I change strings?	0	20100719160630AAmYLq5
Do I Need To Change My Guitar Strings?	Changing guitar string gauge?	0	20110604150713AAql6Vh
Do I Need To Change My Guitar Strings?	Guitar Bridge Nut Popping out while changing strings?	0	20100627183230AAkgC8M
Do I Need To Change My Guitar Strings?	Changing guitar strings question?	0	20110329070036AAjhesJ
Do I Need To Change My Guitar Strings?	I need info of strings for an acoustic guitar?	0	20090428160518AA18pIv
Do I Need To Change My Guitar Strings?	If I change the string gauge on my guitar from 10 to 11 will it mess up the tuning/intonation?	0	20110505101550AA4sTKq
Do I Need To Change My Guitar Strings?	Guitar Neck touching strings problem need help!?	0	20090218185744AAFksdZ
Do I Need To Change My Guitar Strings?	How often do I need to change my guitar string??	0	20080620134539AAJFP3M
Do I Need To Change My Guitar Strings?	How do i change the strings on my bass guitar?	0	20060626160608AAPgXAX
Do I Need To Change My Guitar Strings?	Changing the string order on a 5 string bass Guitar?	0	20091006215537AAk96cx
Do I Need To Change My Guitar Strings?	Changing strings on an Electric-Acoustic Guitar?	0	20110515050005AAi5W3F
Do I Need To Change My Guitar Strings?	Changing guitar strings:what is the proper length?!?	0	20070718081427AA2wufE
Do I Need To Change My Guitar Strings?	How do i change the high E string on my electric guitar i think it's a (Vinci) first act?	0	20070115195401AAdsFeG
Do I Need To Change My Guitar Strings?	After changing the strings on my guitar, one string is constantly going flat. Why is this?	0	20090808171539AA3uPn0
Do I Need To Change My Guitar Strings?	Changing guitar strings?	1	20090405190112AAvKWxg
Do I Need To Change My Guitar Strings?	Help changing the strings/tuning my guitar?	0	20090301162940AAPWQBJ
What's the most a nurse can earn a month an what type of nurses are there?	What type of nurse earns the highest salary?	1	20061203192200AAj3ipK
What's the most a nurse can earn a month an what type of nurses are there?	What is the maximum amount of money Registered nurses in New York can earn?	1	20060715181027AAkNtca
What's the most a nurse can earn a month an what type of nurses are there?	Which type of nurse should I be?	0	20080111030240AAfbWBp
What's the most a nurse can earn a month an what type of nurses are there?	What should I do as a backup career if I don't get into the nursing program?	0	20091123161153AARtKku
What's the most a nurse can earn a month an what type of nurses are there?	Can you enlist in the Navy and earn nurse degree? What is it like?	0	20070610190215AAI9S0g
What's the most a nurse can earn a month an what type of nurses are there?	What are the different types of positions and places that an LVN/LPN (licensed vocational nurse) can work?	0	20070110141556AAdrvVo
What's the most a nurse can earn a month an what type of nurses are there?	Is there any free web site where i can earn money by typing at least 200 dollar to 150 dollars a mth?	0	20110606023431AAq1hVF
What's the most a nurse can earn a month an what type of nurses are there?	What type of nurse would earn the most money?	1	20110602155944AAZhmHa
What's the most a nurse can earn a month an what type of nurses are there?	Are there any Learn while you Earn Nursing programs ANYWHERE??	0	20080322162350AARgeXx
What's the most a nurse can earn a month an what type of nurses are there?	Becoming a nurse, salary question, types of nursing, etc.?	1	20110329093945AAnx7bK
What's the most a nurse can earn a month an what type of nurses are there?	Who earns more money, a radiologic technologist or an RN nurse?	0	20090513131118AAwuaxg
What's the most a nurse can earn a month an what type of nurses are there?	What type of job earns 10,000 dollars a month?	0	20070522071317AA5unov
What's the most a nurse can earn a month an what type of nurses are there?	Which type of nurse get paid more?	1	20071211134145AACZ5GG
What's the most a nurse can earn a month an what type of nurses are there?	What type of nursing would you recommend?	0	20081006124738AAx7nhP
What's the most a nurse can earn a month an what type of nurses are there?	Can a felon with a Masters Degree In Nursing Get some type of medical position, rather it be insurance or ?	0	20080203083245AAtM19v
What's the most a nurse can earn a month an what type of nurses are there?	Nursing? Different Types?	0	20090801142345AAygNVy
What are good foods for a gymnast to eat?	What are good foods to eat for a gymnast?	1	20100509104621AAPcTex
What are good foods for a gymnast to eat?	Best food to eat before going on a miniature triathlon?	0	20070914225906AA1uH1P
What are good foods for a gymnast to eat?	Some good foods to eat durring swim season.	0	20080804194357AAQsMGx
What are good foods for a gymnast to eat?	Could someone tell me good food to eat along w/ my workout for Rugby?	0	20110331193035AAp8wgt
What are good foods for a gymnast to eat?	What are some good types of foods to eat after an intense Muay Thai Training?	0	20100708124225AAULZa6
What are good foods for a gymnast to eat?	What is a good food that i can eat an hour before i starty netball training?	0	20100411230214AA09BAr
What are good foods for a gymnast to eat?	What r some good foods to eat before a softball practice?	0	20080313130020AA5I117
What are good foods for a gymnast to eat?	What foods do gymnasts eat?	1	20090401203747AAZTEtV
What are good foods for a gymnast to eat?	Best food to be eating to help me in any way for boxing?	0	20081006221528AANXDEb
What are good foods for a gymnast to eat?	What is the best food for athletes to eat?	0	20070529210405AA3CwVF
What are good foods for a gymnast to eat?	What are some good foods to eat to stay in shape for cross country runners?	0	20071027121118AAORpb9
What are good foods for a gymnast to eat?	***10 Points*** What's the best food to eat before a basketball game for lots of energy?	0	20080106172359AAoETck
What are good foods for a gymnast to eat?	Good foods to eat after a swimming and running practice?	0	20080815081218AA0NKos
What are good foods for a gymnast to eat?	What are good foods to eat before and on game day?	0	20090909175022AAf67nC
What are good foods for a gymnast to eat?	What are some good foods to eat before a swim meet?	0	20081222090306AADtO2i
What are good foods for a gymnast to eat?	What are the best foods to eat right after running?	0	20090508095618AAGURKX
What are good foods for a gymnast to eat?	What are the best foods to eat to put on weight fast?	0	20060816093652AALAHx5
Can't start a new Yahoo Group?	Started a new private group?	1	20070310200308AAGuoNk
Can't start a new Yahoo Group?	I cancelled a new group & went back to start the group. Now it says that the group is taken.?	0	20070808165826AADyBHO
Can't start a new Yahoo Group?	If you start a new group on here - how do you promote it ?	0	20070502063259AAB8KHk
Can't start a new Yahoo Group?	Why can't I start a new group?	1	20101203014951AAZsHBl
Can't start a new Yahoo Group?	If I start a group, can I email to all members of my group or notify them there is a new blog?	0	20070406230032AAXySk6
Can't start a new Yahoo Group?	I just set up a new group, and already need to change the name is that possible or do I just start over?	0	20070306213623AAacTLR
Can't start a new Yahoo Group?	I started a new yahoo group. I wanted to know how to find members.?	0	20080407060550AALLeZj
Can't start a new Yahoo Group?	I am currently in a Yahoo group and am contemplating starting a new like group.?	0	20070225180826AAm6prM
Can't start a new Yahoo Group?	A new group was started late last night with the nam bellecitasSolelovers or bellecitasSolefans can't find it	0	20070219114337AA95Lhg
Can't start a new Yahoo Group?	While starting a new group, when I enter a group email address, error msg.?	1	20090728110131AAs4pSC
Can't start a new Yahoo Group?	I am looking to start a new group. Is it possible to have a chat room for groups?	0	20081020122955AAmSg5l
Can't start a new Yahoo Group?	Is it easy to start a new group on Yahoo! Groups? Can anyone start one?	1	20090608062503AAmBsXE
Can't start a new Yahoo Group?	I just started a new group, How do I enhance my front page?	0	20070709172827AAHCnaF
Can't start a new Yahoo Group?	When a new group is started, is it allowed or appropriate to post info about this new group at other groups?	0	20090611114628AATReGj
Can't start a new Yahoo Group?	New group started how do i get people to visit how do i post it as a link so people can view material pls hlp	0	20070925123227AArMoqZ
Can't start a new Yahoo Group?	How can i start my new yahoo group ????????	1	20090420190620AAITBrq
Can't start a new Yahoo Group?	I have just started a new group by I can't see Who is their member. Why can't I see my group membership?	0	20080216151557AAiZBav
Can I Pick Up My USPS Package?	How do i pick up my usps package?	1	20110316101748AAJDY0I
Can I Pick Up My USPS Package?	Can i still receive packages at home from USPS even if i already have a P.O. Box?	0	20090211145510AAirZ4R
Can I Pick Up My USPS Package?	USPS Lost my Package! Is there anything I can do?	0	20091109100905AA72U95
Can I Pick Up My USPS Package?	Usps package slip or what?	0	20081218202804AAbJx8u
Can I Pick Up My USPS Package?	Can you pick up the package from usps the same day?	1	20081007124400AAve62h
Can I Pick Up My USPS Package?	Picking up delivery at post office? not at home (USPS package)?	1	20100323132306AARfh83
Can I Pick Up My USPS Package?	Where can I pick up a package that I wasnt home to pick up?	0	20080701111835AA39kF2
Can I Pick Up My USPS Package?	Can I pick up a package at Sorting facility USPS?	1	20110615223944AANzuVW
Can I Pick Up My USPS Package?	Is it possible to pick up a package without tracking info? (USPS)?	1	20100722083436AAq74zx
Can I Pick Up My USPS Package?	Can I pick up my USPS package on Saturday?	1	20100515073012AAUa2nB
Can I Pick Up My USPS Package?	I missed my USPS package today-can I pick it up at the post office today if I go right before it closes?	1	20071019123536AAU7jGB
Can I Pick Up My USPS Package?	Early pick up for USPS package?	1	20080813103731AAkTRpZ
Can I Pick Up My USPS Package?	I am trying to schedule a redelivery of my package from USPS but I can not find the confirmation number?	0	20100426132251AA0oRwz
Can I Pick Up My USPS Package?	How can I find a lost package in USPS?	0	20100125133843AAlWAbM
Can I Pick Up My USPS Package?	USPS Question -- Pick up Package @ Post Office?	0	20101012102203AALE5Kr
Can I Pick Up My USPS Package?	Can I have a package shipped to the UPS or USPS store rather than my house?	0	20090803161706AAfOq0f
Can I Pick Up My USPS Package?	Can I have a package resent to my house online via usps?	0	20090309192514AAyN4lD
How can I force my friends to become vegans?	How to influence your friends to become vegetarian or vegan?	1	20090308070906AAZEt2o
How can I force my friends to become vegans?	My friend wants to become a "vegan"?	0	20090111095332AAoI3f7
How can I force my friends to become vegans?	Don't want to force vegan/veggie views on him, but...?	0	20091119101709AARgGzT
How can I force my friends to become vegans?	Is my vegan friend NUTS!?	0	20090531094017AAVZFHe
How can I force my friends to become vegans?	Would becoming vege, vegan, or raw vegan improve attention span and behavior?	0	20090828152447AAnKz7r
What is the point of friends?	Friend or Fake? Help. 10 points!!?	1	20110720132804AAAM3SX
What is the point of friends?	Who like friend ship?Who want 10 points?	0	20110708213849AA2PNUQ
What is the point of friends?	Did I do the right thing with my friend? 10 POINTS!!!!!?	0	20110628202801AAl2Vhx
What is the point of friends?	She Just Wants To Be Friends? (10 points)?	0	20110713100811AAOJz8N
What is the point of friends?	She Just Wants To Be Friends? (10 points)?	0	20110713092846AABoWmQ
Catalogue distribution and collection, does anyone do this for a job?	Has anyone done Catalogue Distribution through Salmat (Australia)?	1	20100209192547AAZww3m
Catalogue distribution and collection, does anyone do this for a job?	Has anyone had customers not pay on their catalogue.and told that you have to pay?can you tell me what to do?	0	20070102014727AAEGhDw
Catalogue distribution and collection, does anyone do this for a job?	Whats a catalogue I could deliver to make extra money?	0	20070513234700AAsM8X6
Catalogue distribution and collection, does anyone do this for a job?	Anyone know of good beef jerky/beef sticks available for distribution in the US?	0	20070702205506AALec9o
Catalogue distribution and collection, does anyone do this for a job?	I'm searching for book labels to catalogue my books.?	0	20070319020406AAC024n
Catalogue distribution and collection, does anyone do this for a job?	I am looking for a website that deals with Catalogue Clearance lines - Any ideas anyone?	0	20071022134148AANvGK9
Should i quit water polo?	Should i quit water polo?	1	20101211170206AA3pQDv
Should i quit water polo?	Would I be able to pick up water polo over the summer?	0	20110630151009AAzbK5E
Should i quit water polo?	Water Polo Excersises?	0	20110525205004AAnNcwA
Should i quit water polo?	Playing Whole Set in Water Polo?	0	20110328133008AABL6XY
Should i quit water polo?	Water polo swimsuits?	0	20110510054426AAR1rBa
Should i quit water polo?	I play water polo but the chlorine and sun are killing me! help?	0	20110405180325AAgEgXA
Is the Navy taking prior service now?	Can prior service army enlist in the Navy?	1	20080411121814AASBukB
Is the Navy taking prior service now?	Is the active Army taking prior service E4s?	0	20100701134848AA7qgLQ
Is the Navy taking prior service now?	I am leaving for the Warrior Transition Course (prior service) soon, anyone got any suggestions?	0	20080924125647AAwvZVU
Is the Navy taking prior service now?	Can I get a rating(job) in the Special Operations division of the Navy Reserves with no prior military service?	0	20090715142310AAJIQOK
Is the Navy taking prior service now?	I'm interested in joining the coast guard I'm prior service and 31 years old will they take me?	1	20090813094813AAuNlG9
Is the Navy taking prior service now?	I just enlisted in the Navy Nuke program.Can any Nuke Alumni or prior service give me a clue what I'm in for?	0	20080225135006AAHmncC
Is the Navy taking prior service now?	Glossary Prior Service and the ASVAB?	0	20110601114348AATUzWC
Is the Navy taking prior service now?	Prior service Navy to Army?	0	20100725032620AAI52h9
Is the Navy taking prior service now?	If i try to join the navy, will they know that i am prior service if i dont tell them?	0	20090723142509AAnGuaI
Is the Navy taking prior service now?	Prior service Air Force, do you think the Navy will take me?	0	20090127212204AA6jkvp
Is the Navy taking prior service now?	I'm prior service, re-enter into the Army or Navy but will have to do so with a waiver?	0	20090216072603AAuMlhS
Is the Navy taking prior service now?	Can a prior service member enter Warrior's Transition Course as an E-3 and finnish as E-4?	0	20080415051924AA0iHtp
Is the Navy taking prior service now?	Prior service...Retake ASVAB for the Navy?	0	20090626162912AAn1jPo
Is the Navy taking prior service now?	Is the Air Force taken prior service at this time?	0	20100415094245AA97B8q
Is the Navy taking prior service now?	I am prior service USMC-have a Navy bootcamp waiver, what does that mean exactly?	0	20071221151802AAOmuDs
Is the Navy taking prior service now?	Prior service Navy enlisted man - can I go Officer with my degree?	0	20080226163900AATU2X3
Is the Navy taking prior service now?	Is college, or prior military service required in order to join the Navy Reserves?	0	20080426160932AAO4P5V
Why do people buy sports cars with automatic transmission?	Why do so many people drive with automatic transmissions?	1	20080229213635AAXF3Q0
Why do people buy sports cars with automatic transmission?	Can a sports car have an automatic transmission, say, for instance, the 2010 Chevrolet Camaro?	0	20090504101627AAVjBTC
Why do people buy sports cars with automatic transmission?	Why do people buy sports cars with automatic transmissions?	1	20100707174037AAnXLRG
Why do people buy sports cars with automatic transmission?	Is the Mitsubishi Outlander Sport any good?	0	20101222084410AAGVJKv
Why do people buy sports cars with automatic transmission?	How to evaluate an automatic transmission when buying a car? (Honda 2000 Accord V6)?	0	20070413135909AA0j0qs
Why do people buy sports cars with automatic transmission?	Why 2 seated Sport Convertibles & Automatic transmission cars are more priced than other regular cars with ...	0	20070408054001AAdKCW5
Why do people buy sports cars with automatic transmission?	What are the pros and cons of an automatic transmission?	0	20070514152803AAsLohj
Why do people buy sports cars with automatic transmission?	Why do people buy sport's cars with automatic transmissions?	1	20100710071408AAGrp8y
Why do people buy sports cars with automatic transmission?	My little brother bought a Acura RSX Automatic, is there anyway he can beef up the transmission for upgrades?	0	20071007041321AAg6qEi
Why do people buy sports cars with automatic transmission?	When buying a used car are manual transmissions more reliable than automatic? Should I stay away from auto's?	0	20061226093130AAWkY1W
Why do people buy sports cars with automatic transmission?	15 year old- should I drive automatic or manual transmission?!?	0	20070622174443AA2T7SK
Why do people buy sports cars with automatic transmission?	Quick question, are there any nice looking sports bike with an automatic transmission,?	0	20080619054134AAqSEj1
Why do people buy sports cars with automatic transmission?	Why do people buy 20G sports cars asking if it will impress the ladies?	0	20080814122150AAZliPg
Why do people buy sports cars with automatic transmission?	Do people put exhaust system on a Automatic transmission?	0	20100605183243AAxGpQr
Why do people buy sports cars with automatic transmission?	I'm looking for a sport automatic transmission motorcyle..?	0	20070728215349AAuidEL
Why do people buy sports cars with automatic transmission?	Im buyin a new car. should i go now for an automatic or a manual transmission? i currently drive a manual one.	0	20071216231021AAREZLY
How do I get the Cosmoline out of a Mosin Nagant?	How to get the cosmoline off my mosin nagants?	1	20110624171847AAPdPJm
How do I get the Cosmoline out of a Mosin Nagant?	Can i take a deer with a mosin nagant?	0	20100708023507AAYnELb
How do I get the Cosmoline out of a Mosin Nagant?	Mosin Nagant 44 (Romanian 1944) Carbine w/ side folding bayo?	0	20100222130820AAd4EES
How do I get the Cosmoline out of a Mosin Nagant?	Ak and mosin nagant scope adjustment HELP?	0	20110301215720AAgpJ7Y
How do I get the Cosmoline out of a Mosin Nagant?	Mosin Nagant (max range)?	0	20091218022526AAU8ZKu
How do I get the Cosmoline out of a Mosin Nagant?	What size of group can i get out of a standered $100 mosin nagant?	0	20090725231903AARAYtP
How do I get the Cosmoline out of a Mosin Nagant?	Is it worth getting a Mosin Nagant?	0	20090410185407AAeIUTu
How do I get the Cosmoline out of a Mosin Nagant?	I get about 50 bucks a week and have the mosin nagant in mind but i really want a ar15 should i get the mosin?	0	20110201173928AAY134C
How do I get the Cosmoline out of a Mosin Nagant?	Is this a good mosin nagant?	0	20110501071343AAr5CmX
How do I get the Cosmoline out of a Mosin Nagant?	Where can you get 7.62x54r ammo for the mosin nagant 91/30?	0	20100322150323AAZC026
How do I get the Cosmoline out of a Mosin Nagant?	Where can i get a curved bolt for my mosin nagant 1891/30 model? is there a website that i can get if from?	0	20081222151935AATYDOq
How do I get the Cosmoline out of a Mosin Nagant?	Which gun should I buy, Mosin Nagant or a paintball gun?	0	20110426204643AAWRSgw
How do I get the Cosmoline out of a Mosin Nagant?	How do I get the cozmoline off my Mosin Nagant M44?	1	20080924223837AADqKDu
How do I get the Cosmoline out of a Mosin Nagant?	How to clean a mosin nagant before fireing it the first time?	0	20100526113145AAYO31l
How do I get the Cosmoline out of a Mosin Nagant?	Mosin Nagant PU scope. Where can i get one in New Zealand? m91/30 rfile?	0	20090518170312AAvBnoh
How do I get the Cosmoline out of a Mosin Nagant?	Should I buy a Mosin Nagant?	0	20081012231130AAfpWDv
Best song in the past five years?	Can you name the top five love songs released in the past five years?	1	20070612171946AAETRf9
Best song in the past five years?	What are the Top Five Albums of the past five years? Top Five of 2009?	0	20100331160814AAqTnE4
Best song in the past five years?	What is the best country song by a female singer? I want recent songs, like within the past 5 years or so.?	1	1006050217229
Best song in the past five years?	What are the best 20 hip hop songs of the past 5 years? (No overplayed crap)?	1	20100707140313AARi4rw
Best song in the past five years?	In your opinion, who has made the best on-screen movie couple in the past five years?	0	20060702185806AAe9xAU
Best song in the past five years?	Is Cabin Fever one of the worst horror films of the past five year?	0	20060826114541AA2MfIL
Best song in the past five years?	I have never touched my wife for past 30 years but she is pregnent now. What are some good songs to listen to?	0	20090824115053AAyw7tH
Best song in the past five years?	What are some good songs from the past 10 years that had good meaning, and would be a good example of poetry?	0	20090528012544AAfLI3Q
Best song in the past five years?	What are the best reggae songs of the past 5 years?	1	20080109230136AABzkNn
Best song in the past five years?	Can someone please name any recent movies that have been released in the past five years?	0	20090405084940AAidL2I
Best song in the past five years?	What is the worst movie you have seen from the past five years?	0	20060917063425AAD94nk
Best song in the past five years?	In the past Five years, what is the best movie made?	0	20080727063435AAOMWBv
Best song in the past five years?	Good/classic songs from past 10 years?	0	20081112192509AA9Rujk
Best song in the past five years?	What significant change have you made in you life in the past five years, if any?	0	20071009212757AAfll8v
Best song in the past five years?	Do any body no a song that goes !"we were five steps frm eternity for steps, four steps past love" name it plz	0	20070520203718AA6dMkQ
Best song in the past five years?	In the past six years, which band has put out the best work (put them in order from best to worst)?	0	20061227075812AALrUpQ
Best song in the past five years?	Can someone please name any movies that have been released in the past five years?	0	20090405231459AA0D9qH
Do you think I'm pregnant or am I in the clear?	How can i make it clear that im pregnant, not fat?	1	20090414220027AAIigsF
Do you think I'm pregnant or am I in the clear?	Ok i got 2 postives pregnant test on crystal clear . any one got a false postive on this test....?	0	20090820191631AAJBwnW
Do you think I'm pregnant or am I in the clear?	Did any of you ladies experienced a clear/white discharge before finding out you were pregnant?	0	20081221211816AAaGxrJ
Do you think I'm pregnant or am I in the clear?	Hopefully pregnant, clear liquid from breasts?	0	20061004175458AAKlxhC
Do you think I'm pregnant or am I in the clear?	I took a clear blue digital this morning and came up not pregnant but i opened the test and...?	0	20100319081210AAHvwbg
Do you think I'm pregnant or am I in the clear?	I thought I was in the clear about being pregnant..Is this true?	1	20080912163649AA8MKDC
Do you think I'm pregnant or am I in the clear?	Pregnant and bv..... I am 19 weeks pregnant. I had BV at 10 weeks. It cleared up and now I got it again?	0	20091219195555AAmgN6Y
Do you think I'm pregnant or am I in the clear?	My boyfriend broke up with me to clear his head. He said things were moving too fast. I'm 5 months pregnant...	0	20080527063812AA6vkuj
Do you think I'm pregnant or am I in the clear?	35 1/2 weeks pregnant with pelvic pressure and a lot of clear stringy discharge?	0	20090817181240AADP5oR
Do you think I'm pregnant or am I in the clear?	11 weeks pregnant clear discharge?	0	20080914193728AAOL2vM
Do you think I'm pregnant or am I in the clear?	Faint pink line on 4 first response test and 'not pregnant' on clear blue digital?	0	20101110192427AApAVMF
Do you think I'm pregnant or am I in the clear?	I'm 38 weeks pregnant an had a little bit of a completly clear discharge what could this be?	0	20090215000129AAXPrFf
Do you think I'm pregnant or am I in the clear?	Am i pregnant? 1 day late. HPT negative but i am experiencing lots of clear discharge which is jelly like.?	0	20070610133656AA4snGt
Do you think I'm pregnant or am I in the clear?	Anyone get clear cm and found out they were pregnant?	0	20081119190311AAeqWGi
Do you think I'm pregnant or am I in the clear?	Am I pregnant or in the clear?	1	20080220071533AA396No
Do you think I'm pregnant or am I in the clear?	Got treated for a UTI. Had sex...still burns alittle. Do you think my husband could have it or it didnt clear?	0	20080812141215AAlmgQN
Do you think I'm pregnant or am I in the clear?	Clear blue pregnancy test, i think i used it wrong?	0	20080406184710AA8A1AO
Are aliens real?are they?	Are aliens real or is it another one of the governments tricks to keep us under their thumbs?	1	20110419082814AAamS50
Are aliens real?are they?	Isn't your god just as real as karma, luck, superstitions, ghosts, demons, tarot cards, aliens and psycics ?	0	20100816090149AA9v1su
Are aliens real?are they?	What proof is there that Heaven and God are real and made us, and that we aren't just some alien experiment?	0	20100728081618AAB2ub4
Are aliens real?are they?	Are Aliens real or not?	1	20110711195645AAO0ksx
Are aliens real?are they?	ALIENS? UFOS? REAL? DISCUSS!?	1	20110423200256AAoRsx9
Are aliens real?are they?	Do you think Aliens are real ?	1	20100503122355AAW0ALD
Are aliens real?are they?	Real or fake, I don't care, if this alien is supposed to represent a certain type what type does it represent?	0	20110814113724AARH4S7
Are aliens real?are they?	Think aliens are real?	1	20110510154329AAYumsb
Are aliens real?are they?	Are aliens real and if they are do they know we exist ?	1	20110719071802AAYPRXL
Are aliens real?are they?	R fairies vampires and aliens r real?	1	20101107044511AAtnKif
Are aliens real?are they?	I believe some of ufo and alien stuff to be real (additional details)?	0	20110313175907AALSmCh
Are aliens real?are they?	Are aliens a myth or are they real?	1	20110305063719AAwrDIc
Are aliens real?are they?	Do you think aliens are real?	1	20110427093413AAgarXp
Are aliens real?are they?	Do you think aliens are real?	1	20110409011335AAxuQI1
Are aliens real?are they?	Is the aliens on avatar real when they hook up to the tree?	0	20100708175940AA4oDze
Can I learn how to surf on a short board?	I want to learn how to surf, and I already own a short board, about my height. Will it be okay to learn on?	1	20080420102301AAfzuTn
Can I learn how to surf on a short board?	What size short board do i need if I'm 6"1 and 170 lbs to surf in charleston sc?	0	20070507104908AAF6WqC
Can I learn how to surf on a short board?	Best short board spot to surf in oahu (not big, about 3-5)?	0	20080519192554AAaouLr
Can I learn how to surf on a short board?	Long board to short board?	0	20080424204331AA0tCkC
Can I learn how to surf on a short board?	How many guys wear board shorts when they are not swimming/surfing?	0	20070215162418AALAIhc
